doc_id,senate_committee,senate_committee_refdate,house_committee,house_committee_refdate
05sb0361,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-04-12,NA,NA
05sb0362,APPROPRIATIONS,2005-04-12,NA,NA
05sb0363,JUDICIARY,2005-04-12,NA,NA
05sb0364,COMMERCE AND LABOR,2005-04-12,NA,NA
05sb0365,GOVERNMENT OPERATIONS,2005-04-12,Government Operations,2005-06-01
05sb0366,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-04-12,"Conservation, Forestry, and Outdoor Recreation",2005-05-18
05sb0367,TRANSPORTATION,2005-04-12,NA,NA
05sb0368,HEALTH POLICY,2005-04-12,NA,NA
05sb0369,EDUCATION,2005-04-12,NA,NA
05sb0370,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-04-12,Regulatory Reform,2005-06-22
05sb0371,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-04-12,Commerce,2005-04-27
05sb0372,"LOCAL, URBAN AND STATE AFFAIRS",2005-04-13,Local Government and Urban Policy,2006-02-07
05sb0373,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-04-13,"Conservation, Forestry, and Outdoor Recreation",2005-06-29
05sb0374,GOVERNMENT OPERATIONS,2005-04-13,NA,NA
05sb0375,GOVERNMENT OPERATIONS,2005-04-13,NA,NA
05sb0376,COMMERCE AND LABOR,2005-04-13,Government Operations,2006-03-23
05sb0377,BANKING AND FINANCIAL INSTITUTIONS,2005-04-13,NA,NA
05sb0378,BANKING AND FINANCIAL INSTITUTIONS,2005-04-13,NA,NA
05sb0379,JUDICIARY,2005-04-13,NA,NA
05sb0380,HEALTH POLICY,2005-04-13,Health Policy,2005-06-09
05sb0381,GOVERNMENT OPERATIONS,2005-04-13,NA,NA
05sb0382,FINANCE,2005-04-14,NA,NA
05sb0383,BANKING AND FINANCIAL INSTITUTIONS,2005-04-14,NA,NA
05sb0384,"LOCAL, URBAN AND STATE AFFAIRS",2005-04-14,Government Operations,2005-05-31
05sb0385,EDUCATION,2005-04-14,NA,NA
05sb0386,SENIOR CITIZENS AND VETERANS AFFAIRS,2005-04-14,NA,NA
05sb0387,COMMERCE AND LABOR,2005-04-14,Tax Policy,2005-06-16
05sb0388,HEALTH POLICY,2005-04-14,NA,NA
05sb0389,BANKING AND FINANCIAL INSTITUTIONS,2005-04-14,NA,NA
05sb0390,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-04-14,NA,NA
05sb0391,JUDICIARY,2005-04-19,NA,NA
05sb0392,GOVERNMENT OPERATIONS,2005-04-19,NA,NA
05sb0393,COMMERCE AND LABOR,2005-04-19,Tax Policy,2005-06-16
05sb0394,GOVERNMENT OPERATIONS,2005-04-19,NA,NA
05sb0395,GOVERNMENT OPERATIONS,2005-04-19,NA,NA
05sb0396,APPROPRIATIONS,2005-04-19,NA,NA
05sb0397,BANKING AND FINANCIAL INSTITUTIONS,2005-04-19,NA,NA
05sb0398,"AGRICULTURE, FORESTRY AND TOURISM",2005-04-19,"Conservation, Forestry, and Outdoor Recreation",2005-05-25
05sb0399,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-04-19,"Natural Resources, Great Lakes, Land Use, and Environment",2005-05-17
05sb0400,GOVERNMENT OPERATIONS,2005-04-20,NA,NA
05sb0401,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-04-20,NA,NA
05sb0402,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-04-20,NA,NA
05sb0403,HEALTH POLICY,2005-04-21,Health Policy,2006-03-08
05sb0404,FINANCE,2005-04-21,NA,NA
05sb0405,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-04-21,Commerce,2006-05-31
05sb0406,APPROPRIATIONS,2005-04-21,Appropriations,2005-06-08
05sb0407,APPROPRIATIONS,2005-04-21,Appropriations,2005-06-08
05sb0408,APPROPRIATIONS,2005-04-21,Appropriations,2005-06-08
05sb0409,APPROPRIATIONS,2005-04-21,NA,NA
05sb0410,APPROPRIATIONS,2005-04-21,Appropriations,2005-06-08
05sb0411,APPROPRIATIONS,2005-04-21,Appropriations,2005-06-08
05sb0412,APPROPRIATIONS,2005-04-21,Appropriations,2005-06-02
05sb0413,APPROPRIATIONS,2005-04-21,NA,NA
05sb0414,APPROPRIATIONS,2005-04-21,NA,NA
05sb0415,"AGRICULTURE, FORESTRY AND TOURISM",2005-04-21,"Conservation, Forestry, and Outdoor Recreation",2005-05-25
05sb0416,JUDICIARY,2005-04-21,Judiciary,2005-05-17
05sb0417,EDUCATION,2005-04-26,NA,NA
05sb0418,EDUCATION,2005-04-26,NA,NA
05sb0419,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-04-26,"Natural Resources, Great Lakes, Land Use, and Environment",2005-05-10
05sb0420,SENIOR CITIZENS AND VETERANS AFFAIRS,2005-04-26,Judiciary,2006-06-07
05sb0421,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-04-26,NA,NA
05sb0422,JUDICIARY,2005-04-26,NA,NA
05sb0423,JUDICIARY,2005-04-26,Judiciary,2005-09-20
05sb0424,APPROPRIATIONS,2005-04-26,NA,NA
05sb0425,TECHNOLOGY AND ENERGY,2005-04-26,NA,NA
05sb0426,BANKING AND FINANCIAL INSTITUTIONS,2005-04-26,NA,NA
05sb0427,BANKING AND FINANCIAL INSTITUTIONS,2005-04-26,NA,NA
05sb0428,BANKING AND FINANCIAL INSTITUTIONS,2005-04-26,NA,NA
05sb0429,BANKING AND FINANCIAL INSTITUTIONS,2005-04-26,NA,NA
05sb0430,BANKING AND FINANCIAL INSTITUTIONS,2005-04-26,NA,NA
05sb0431,HEALTH POLICY,2005-04-26,NA,NA
05sb0432,HEALTH POLICY,2005-04-26,NA,NA
05sb0433,BANKING AND FINANCIAL INSTITUTIONS,2005-04-27,NA,NA
05sb0434,APPROPRIATIONS,2005-04-27,Appropriations,2005-05-17
05sb0435,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-04-27,Government Operations,2006-06-08
05sb0436,FAMILIES AND HUMAN SERVICES,2005-04-27,NA,NA
05sb0437,APPROPRIATIONS,2005-04-27,NA,NA
05sb0438,APPROPRIATIONS,2005-04-28,Appropriations,2005-05-17
05sb0439,FAMILIES AND HUMAN SERVICES,2005-04-28,NA,NA
05sb0440,HEALTH POLICY,2005-04-28,NA,NA
05sb0441,HEALTH POLICY,2005-04-28,NA,NA
05sb0442,APPROPRIATIONS,2005-04-28,NA,NA
05sb0443,EDUCATION,2005-04-28,Education,2006-06-13
05sb0444,JUDICIARY,2005-04-28,Judiciary,2005-10-06
05sb0445,"AGRICULTURE, FORESTRY AND TOURISM",2005-04-28,NA,NA
05sb0446,APPROPRIATIONS,2005-04-28,Appropriations,2005-06-09
05sb0447,APPROPRIATIONS,2005-04-28,Appropriations,2005-06-09
05sb0448,JUDICIARY,2005-04-28,Judiciary,2005-11-10
05sb0449,FINANCE,2005-05-03,NA,NA
05sb0450,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-05-03,NA,NA
05sb0451,EDUCATION,2005-05-03,NA,NA
05sb0452,EDUCATION,2005-05-03,NA,NA
05sb0453,FINANCE,2005-05-03,NA,NA
05sb0454,JUDICIARY,2005-05-03,Judiciary,2006-09-12
05sb0455,JUDICIARY,2005-05-03,Judiciary,2006-09-12
05sb0456,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-05-03,Regulatory Reform,2005-06-22
05sb0457,APPROPRIATIONS,2005-05-04,Regulatory Reform,2005-10-11
05sb0458,APPROPRIATIONS,2005-05-04,NA,NA
05sb0459,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-05-04,Commerce,2006-05-31
05sb0460,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,NA,NA
05sb0461,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Local Government and Urban Policy,2005-09-29
05sb0462,GOVERNMENT OPERATIONS,2005-05-05,"House Oversight, Elections, and Ethics",2005-06-01
05sb0463,JUDICIARY,2005-05-05,Judiciary,2005-05-17
05sb0464,JUDICIARY,2005-05-05,Judiciary,2005-05-17
05sb0465,HEALTH POLICY,2005-05-05,Health Policy,2006-04-27
05sb0466,HEALTH POLICY,2005-05-05,Health Policy,2006-04-27
05sb0467,HEALTH POLICY,2005-05-05,Health Policy,2006-04-27
05sb0468,HEALTH POLICY,2005-05-05,Health Policy,2006-04-27
05sb0469,FINANCE,2005-05-05,NA,NA
05sb0470,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Appropriations,2005-09-08
05sb0471,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Government Operations,2005-06-22
05sb0472,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Government Operations,2006-01-24
05sb0473,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Government Operations,2005-06-22
05sb0474,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Government Operations,2005-06-22
05sb0475,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Government Operations,2006-01-24
05sb0476,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Government Operations,2006-01-24
05sb0477,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,"House Oversight, Elections, and Ethics",2005-06-22
05sb0478,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Government Operations,2005-06-22
05sb0479,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,NA,NA
05sb0480,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Health Policy,2005-06-22
05sb0481,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-05,Government Operations,2005-06-22
05sb0482,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-05-10,Commerce,2005-06-09
05sb0483,HEALTH POLICY,2005-05-10,NA,NA
05sb0484,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-05-10,NA,NA
05sb0485,FINANCE,2005-05-10,NA,NA
05sb0486,FINANCE,2005-05-10,NA,NA
05sb0487,FINANCE,2005-05-10,NA,NA
05sb0488,APPROPRIATIONS,2005-05-10,NA,NA
05sb0489,HEALTH POLICY,2005-05-11,NA,NA
05sb0490,"LOCAL, URBAN AND STATE AFFAIRS",2005-05-11,NA,NA
05sb0491,TRANSPORTATION,2005-05-11,NA,NA
05sb0492,FINANCE,2005-05-11,NA,NA
05sb0493,GOVERNMENT OPERATIONS,2005-05-11,NA,NA
05sb0494,GOVERNMENT OPERATIONS,2005-05-11,NA,NA
05sb0495,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-05-11,NA,NA
05sb0496,FINANCE,2005-05-11,NA,NA
05sb0497,JUDICIARY,2005-05-12,NA,NA
05sb0498,APPROPRIATIONS,2005-05-12,"Natural Resources, Great Lakes, Land Use, and Environment",2005-06-02
05sb0499,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-05-12,"Conservation, Forestry, and Outdoor Recreation",2006-05-24
05sb0500,EDUCATION,2005-05-17,NA,NA
05sb0501,FINANCE,2005-05-17,Tax Policy,2005-09-07
05sb0502,HEALTH POLICY,2005-05-17,Health Policy,2005-09-15
05sb0503,FINANCE,2005-05-17,Tax Policy,2005-06-29
05sb0504,FAMILIES AND HUMAN SERVICES,2005-05-17,NA,NA
05sb0505,FAMILIES AND HUMAN SERVICES,2005-05-17,NA,NA
05sb0506,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-05-17,"Natural Resources, Great Lakes, Land Use, and Environment",2005-10-18
05sb0508,GOVERNMENT OPERATIONS,2005-05-18,NA,NA
05sb0509,TRANSPORTATION,2005-05-18,NA,NA
05sb0510,BANKING AND FINANCIAL INSTITUTIONS,2005-05-18,NA,NA
05sb0511,FINANCE,2005-05-18,NA,NA
05sb0512,GOVERNMENT OPERATIONS,2005-05-19,"House Oversight, Elections, and Ethics",2005-06-01
05sb0513,GOVERNMENT OPERATIONS,2005-05-19,"House Oversight, Elections, and Ethics",2005-06-01
05sb0514,GOVERNMENT OPERATIONS,2005-05-19,"House Oversight, Elections, and Ethics",2005-06-01
05sb0515,GOVERNMENT OPERATIONS,2005-05-19,"House Oversight, Elections, and Ethics",2005-06-01
05sb0516,GOVERNMENT OPERATIONS,2005-05-19,"House Oversight, Elections, and Ethics",2005-06-01
05sb0517,GOVERNMENT OPERATIONS,2005-05-19,"House Oversight, Elections, and Ethics",2005-06-01
05sb0518,GOVERNMENT OPERATIONS,2005-05-19,"House Oversight, Elections, and Ethics",2005-06-01
05sb0519,JUDICIARY,2005-05-19,Judiciary,2005-12-13
05sb0520,JUDICIARY,2005-05-19,NA,NA
05sb0521,COMMERCE AND LABOR,2005-05-19,Tax Policy,2005-05-25
05sb0522,TRANSPORTATION,2005-05-19,Energy and Technology,2005-06-08
05sb0523,JUDICIARY,2005-05-19,NA,NA
05sb0524,JUDICIARY,2005-05-19,NA,NA
05sb0525,COMMERCE AND LABOR,2005-05-19,Commerce,2005-05-25
05sb0526,FINANCE,2005-05-24,NA,NA
05sb0527,EDUCATION,2005-05-24,NA,NA
05sb0528,TECHNOLOGY AND ENERGY,2005-05-24,NA,NA
05sb0529,FINANCE,2005-05-24,Commerce,2005-12-08
05sb0530,FINANCE,2005-05-24,Commerce,2005-12-08
05sb0531,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-05-24,NA,NA
05sb0532,GOVERNMENT OPERATIONS,2005-05-24,NA,NA
05sb0533,APPROPRIATIONS,2005-05-24,Appropriations,2005-06-09
05sb0534,FINANCE,2005-05-25,NA,NA
05sb0535,FAMILIES AND HUMAN SERVICES,2005-05-25,NA,NA
05sb0536,TRANSPORTATION,2005-05-25,NA,NA
05sb0537,JUDICIARY,2005-05-25,NA,NA
05sb0538,"AGRICULTURE, FORESTRY AND TOURISM",2005-05-25,Agriculture,2005-06-14
05sb0539,JUDICIARY,2005-05-26,NA,NA
05sb0540,BANKING AND FINANCIAL INSTITUTIONS,2005-05-26,Banking and Financial Services,2005-06-30
05sb0541,JUDICIARY,2005-05-26,Judiciary,2006-03-16
05sb0542,JUDICIARY,2005-05-26,NA,NA
05sb0543,JUDICIARY,2005-05-26,NA,NA
05sb0544,JUDICIARY,2005-05-26,NA,NA
05sb0545,JUDICIARY,2005-05-26,NA,NA
05sb0546,TECHNOLOGY AND ENERGY,2005-05-26,NA,NA
05sb0547,TECHNOLOGY AND ENERGY,2005-05-26,NA,NA
05sb0548,APPROPRIATIONS,2005-05-31,Appropriations,2005-09-08
05sb0549,APPROPRIATIONS,2005-05-31,Appropriations,2005-09-08
05sb0550,APPROPRIATIONS,2005-05-31,Appropriations,2005-09-08
05sb0551,TECHNOLOGY AND ENERGY,2005-05-31,Energy and Technology,2005-06-09
05sb0552,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-05-31,NA,NA
05sb0553,COMMERCE AND LABOR,2005-05-31,"Employment Relations, Training, and Safety",2005-06-29
05sb0554,EDUCATION,2005-06-02,NA,NA
05sb0555,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-02,NA,NA
05sb0556,EDUCATION,2005-06-02,NA,NA
05sb0557,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-02,NA,NA
05sb0558,TECHNOLOGY AND ENERGY,2005-06-02,NA,NA
05sb0559,TECHNOLOGY AND ENERGY,2005-06-02,NA,NA
05sb0560,TECHNOLOGY AND ENERGY,2005-06-02,NA,NA
05sb0561,JUDICIARY,2005-06-02,Judiciary,2005-12-13
05sb0562,TRANSPORTATION,2005-06-02,NA,NA
05sb0563,TRANSPORTATION,2005-06-02,NA,NA
05sb0564,TRANSPORTATION,2005-06-07,Transportation,2005-06-28
05sb0565,"LOCAL, URBAN AND STATE AFFAIRS",2005-06-07,NA,NA
05sb0566,APPROPRIATIONS,2005-06-07,Regulatory Reform,2005-09-22
05sb0567,TRANSPORTATION,2005-06-07,Transportation,2006-01-31
05sb0568,TRANSPORTATION,2005-06-07,Transportation,2006-01-31
05sb0569,FINANCE,2005-06-07,Tax Policy,2005-09-07
05sb0570,FINANCE,2005-06-07,Tax Policy,2005-09-07
05sb0571,COMMERCE AND LABOR,2005-06-07,NA,NA
05sb0572,APPROPRIATIONS,2005-06-08,NA,NA
05sb0573,EDUCATION,2005-06-08,NA,NA
05sb0574,JUDICIARY,2005-06-08,NA,NA
05sb0575,JUDICIARY,2005-06-08,NA,NA
05sb0576,BANKING AND FINANCIAL INSTITUTIONS,2005-06-08,NA,NA
05sb0577,COMMERCE AND LABOR,2005-06-08,NA,NA
05sb0578,FINANCE,2005-06-08,Tax Policy,2005-06-29
05sb0579,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-09,Commerce,2006-01-25
05sb0580,BANKING AND FINANCIAL INSTITUTIONS,2005-06-14,NA,NA
05sb0581,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-14,NA,NA
05sb0582,GOVERNMENT OPERATIONS,2005-06-14,Government Operations,2006-03-30
05sb0583,TECHNOLOGY AND ENERGY,2005-06-15,Energy and Technology,2006-06-29
05sb0584,TECHNOLOGY AND ENERGY,2005-06-15,Energy and Technology,2006-06-29
05sb0585,HEALTH POLICY,2005-06-16,NA,NA
05sb0586,BANKING AND FINANCIAL INSTITUTIONS,2005-06-16,NA,NA
05sb0587,APPROPRIATIONS,2005-06-16,NA,NA
05sb0588,APPROPRIATIONS,2005-06-16,NA,NA
05sb0589,APPROPRIATIONS,2005-06-16,NA,NA
05sb0590,APPROPRIATIONS,2005-06-16,NA,NA
05sb0591,APPROPRIATIONS,2005-06-16,NA,NA
05sb0592,APPROPRIATIONS,2005-06-16,NA,NA
05sb0593,APPROPRIATIONS,2005-06-16,NA,NA
05sb0594,APPROPRIATIONS,2005-06-16,NA,NA
05sb0595,APPROPRIATIONS,2005-06-16,NA,NA
05sb0596,APPROPRIATIONS,2005-06-16,NA,NA
05sb0597,APPROPRIATIONS,2005-06-16,NA,NA
05sb0598,APPROPRIATIONS,2005-06-16,NA,NA
05sb0599,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-16,Commerce,2005-06-30
05sb0600,GOVERNMENT OPERATIONS,2005-06-16,NA,NA
05sb0601,EDUCATION,2005-06-16,Education,2005-06-30
05sb0602,FAMILIES AND HUMAN SERVICES,2005-06-16,NA,NA
05sb0603,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-16,Commerce,2006-02-15
05sb0604,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-16,Commerce,2006-02-15
05sb0605,JUDICIARY,2005-06-16,Judiciary,2005-06-30
05sb0606,JUDICIARY,2005-06-16,Judiciary,2005-06-30
05sb0607,JUDICIARY,2005-06-16,Judiciary,2005-06-30
05sb0608,JUDICIARY,2005-06-16,Judiciary,2005-06-30
05sb0609,EDUCATION,2005-06-16,Education,2005-06-30
05sb0610,EDUCATION,2005-06-16,Education,2005-06-30
05sb0611,EDUCATION,2005-06-16,Education,2005-06-30
05sb0612,EDUCATION,2005-06-16,Education,2005-06-30
05sb0613,FAMILIES AND HUMAN SERVICES,2005-06-16,Judiciary,2005-06-30
05sb0614,FAMILIES AND HUMAN SERVICES,2005-06-16,Judiciary,2005-06-30
05sb0615,FAMILIES AND HUMAN SERVICES,2005-06-16,Judiciary,2005-06-30
05sb0616,EDUCATION,2005-06-16,Education,2005-08-31
05sb0617,EDUCATION,2005-06-16,Education,2005-08-31
05sb0618,BANKING AND FINANCIAL INSTITUTIONS,2005-06-21,NA,NA
05sb0619,APPROPRIATIONS,2005-06-21,NA,NA
05sb0620,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-21,"Conservation, Forestry, and Outdoor Recreation",2005-06-29
05sb0621,SENIOR CITIZENS AND VETERANS AFFAIRS,2005-06-21,"Senior Health, Security, and Retirement",2005-12-13
05sb0622,SENIOR CITIZENS AND VETERANS AFFAIRS,2005-06-21,"Senior Health, Security, and Retirement",2005-12-13
05sb0623,SENIOR CITIZENS AND VETERANS AFFAIRS,2005-06-21,NA,NA
05sb0624,TRANSPORTATION,2005-06-22,Transportation,2005-11-10
05sb0625,GOVERNMENT OPERATIONS,2005-06-22,NA,NA
05sb0626,GOVERNMENT OPERATIONS,2005-06-22,NA,NA
05sb0627,GOVERNMENT OPERATIONS,2005-06-22,NA,NA
05sb0628,GOVERNMENT OPERATIONS,2005-06-22,NA,NA
05sb0629,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-22,NA,NA
05sb0630,"LOCAL, URBAN AND STATE AFFAIRS",2005-06-22,NA,NA
05sb0631,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-22,Regulatory Reform,2006-06-08
05sb0632,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-22,Regulatory Reform,2006-06-08
05sb0633,FINANCE,2005-06-22,Tax Policy,2005-10-25
05sb0634,FINANCE,2005-06-22,Tax Policy,2005-10-25
05sb0635,EDUCATION,2005-06-22,NA,NA
05sb0636,EDUCATION,2005-06-22,NA,NA
05sb0637,EDUCATION,2005-06-22,NA,NA
05sb0638,EDUCATION,2005-06-22,NA,NA
05sb0639,BANKING AND FINANCIAL INSTITUTIONS,2005-06-23,NA,NA
05sb0640,BANKING AND FINANCIAL INSTITUTIONS,2005-06-23,Banking and Financial Services,2006-06-06
05sb0641,BANKING AND FINANCIAL INSTITUTIONS,2005-06-23,Banking and Financial Services,2006-06-06
05sb0642,BANKING AND FINANCIAL INSTITUTIONS,2005-06-23,Banking and Financial Services,2006-06-06
05sb0643,FINANCE,2005-06-23,NA,NA
05sb0644,FINANCE,2005-06-23,NA,NA
05sb0645,HEALTH POLICY,2005-06-23,NA,NA
05sb0646,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-23,NA,NA
05sb0647,JUDICIARY,2005-06-28,Judiciary,2006-12-05
05sb0648,JUDICIARY,2005-06-28,Judiciary,2005-09-07
05sb0649,APPROPRIATIONS,2005-06-28,Appropriations,2006-05-18
05sb0650,TRANSPORTATION,2005-06-29,NA,NA
05sb0651,BANKING AND FINANCIAL INSTITUTIONS,2005-06-29,NA,NA
05sb0652,BANKING AND FINANCIAL INSTITUTIONS,2005-06-29,NA,NA
05sb0653,BANKING AND FINANCIAL INSTITUTIONS,2005-06-29,NA,NA
05sb0654,"LOCAL, URBAN AND STATE AFFAIRS",2005-06-29,Local Government and Urban Policy,2005-10-27
05sb0655,TRANSPORTATION,2005-06-29,NA,NA
05sb0656,FINANCE,2005-06-29,NA,NA
05sb0657,"LOCAL, URBAN AND STATE AFFAIRS",2005-06-29,Local Government and Urban Policy,2005-10-06
05sb0658,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-29,Commerce,2005-09-08
05sb0659,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-29,NA,NA
05sb0660,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-29,NA,NA
05sb0661,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-29,NA,NA
05sb0662,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-29,Government Operations,2005-10-19
05sb0663,"ECONOMIC DEVELOPMENT, SMALL BUSINESS AND REGULATORY REFORM",2005-06-29,Tax Policy,2005-10-18
05sb0664,COMMERCE AND LABOR,2005-06-29,Commerce,2005-10-18
05sb0665,COMMERCE AND LABOR,2005-06-29,Commerce,2005-10-18
05sb0666,COMMERCE AND LABOR,2005-06-29,Commerce,2005-10-18
05sb0667,COMMERCE AND LABOR,2005-06-29,Commerce,2005-10-18
05sb0668,"AGRICULTURE, FORESTRY AND TOURISM",2005-06-29,Agriculture,2005-10-06
05sb0669,"AGRICULTURE, FORESTRY AND TOURISM",2005-06-29,Agriculture,2005-10-06
05sb0670,APPROPRIATIONS,2005-06-30,Appropriations,2005-12-08
05sb0671,APPROPRIATIONS,2005-06-30,NA,NA
05sb0672,JUDICIARY,2005-06-30,NA,NA
05sb0673,EDUCATION,2005-06-30,Education,2005-09-22
05sb0674,EDUCATION,2005-06-30,Education,2005-09-22
05sb0675,GOVERNMENT OPERATIONS,2005-06-30,NA,NA
05sb0676,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0677,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0678,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0679,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0680,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0681,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0682,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0683,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0684,NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS,2005-06-30,NA,NA
05sb0685,JUDICIARY,2005-06-30,Judiciary,2005-11-10
05sb0686,JUDICIARY,2005-06-30,Judiciary,2005-11-10
05sb0687,"LOCAL, URBAN AND STATE AFFAIRS",2005-06-30,NA,NA
05sb0688,JUDICIARY,2005-08-31,NA,NA
05sb0689,"LOCAL, URBAN AND STATE AFFAIRS",2005-08-31,Tort Reform,2006-05-11
05sb0690,APPROPRIATIONS,2005-08-31,NA,NA
05sb0691,TRANSPORTATION,2005-08-31,NA,NA
05sb0692,FINANCE,2005-08-31,NA,NA
05sb0693,TRANSPORTATION,2005-08-31,Government Operations,2005-11-09
05sb0694,TRANSPORTATION,2005-08-31,NA,NA
05sb0695,TRANSPORTATION,2005-08-31,NA,NA
05sb0696,TRANSPORTATION,2005-08-31,NA,NA
05sb0697,EDUCATION,2005-08-31,NA,NA
05sb0698,HEALTH POLICY,2005-08-31,NA,NA
05sb0699,EDUCATION,2005-08-31,NA,NA
05sb0700,COMMERCE AND LABOR,2005-08-31,NA,NA
05sb0701,JUDICIARY,2005-08-31,Judiciary,2006-06-29
05sb0702,JUDICIARY,2005-08-31,NA,NA
05sb0703,HEALTH POLICY,2005-08-31,NA,NA
05sb0704,TECHNOLOGY AND ENERGY,2005-08-31,NA,NA
05sb0705,TECHNOLOGY AND ENERGY,2005-08-31,Transportation,2006-03-01
05sb0706,TRANSPORTATION,2005-08-31,NA,NA
05sb0707,FINANCE,2005-08-31,NA,NA
05sb0708,TECHNOLOGY AND ENERGY,2005-08-31,Energy and Technology,2005-10-11
05sb0709,JUDICIARY,2005-08-31,Judiciary,2006-03-28
05sb0710,TECHNOLOGY AND ENERGY,2005-08-31,NA,NA
05sb0711,JUDICIARY,2005-08-31,NA,NA
05sb0712,SENIOR CITIZENS AND VETERANS AFFAIRS,2005-08-31,Judiciary,2005-11-03
05sb0713,APPROPRIATIONS,2005-08-31,NA,NA
05sb0714,JUDICIARY,2005-08-31,Family and Children Services,2005-11-08
