Document,Type,Description
SB 0107 of 2023,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for partial-birth abortion and coercion to abortion; modify. Amends secs. 16d & 16l, ch. XVII of 1927 PA 175 (MCL 777.16d & 777.16l).  TIE BAR WITH: SB 0106'23Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0108 of 2023,Senate Bill,Health: abortion; abortion based on screening or diagnosis of Down syndrome; prohibit. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 14a.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0109 of 2023,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for crime of abortion based on screening or diagnosis of Down syndrome; provide for. Amends sec. 16a, ch. XVII of 1927 PA 175 (MCL 777.16a).  TIE BAR WITH: SB 0108'23Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0110 of 2023,Senate Bill,Health: abortion; failure to render immediate medical care if abortion results in a live birth; provide penalties. Amends secs. 1 & 3 of 2002 PA 687 (MCL 333.1071 & 333.1073).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0111 of 2023,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for failure to render immediate medical care if abortion results in a live birth; provide for. Amends sec. 13k, ch. XVII of 1927 PA 175 (MCL 777.13k).  TIE BAR WITH: SB 0110'23Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0112 of 2023,Senate Bill,Health facilities: other; pregnancy resource centers; prohibit certain regulations related to abortions. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0113 of 2023,Senate Bill,Health: abortion; pharmacists and pharmacy technicians; prohibit from being required to participate in an abortion. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 17773.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0114 of 2023,Senate Bill,Insurance: health benefits; Abortion Insurance Opt-Out Act; increase fines. Amends sec. 10 of 2013 PA 182 (MCL 550.550).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0115 of 2023,Senate Bill,Health: abortion; penalties for violating the parental rights restoration act; provide for. Amends sec. 7 of 1990 PA 211 (MCL 722.907).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0116 of 2023,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for intentionally performing an abortion in violation of the parental rights restoration act; provide for. Amends sec. 15g, ch. XVII of 1927 PA 175 (MCL 777.15g).  TIE BAR WITH: SB 0115'23Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0117 of 2023,Senate Bill,Appropriations: other; omnibus budget appropriations; provide for fiscal year 2022-2023. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0118 of 2023,Senate Bill,"Appropriations: school aid; fiscal year 2022-2023 omnibus appropriations for K-12 school aid, higher education, and community colleges; provide for. Amends secs. 201 & 236 of 1979 PA 94 (MCL 388.1801 & 388.1836) & adds secs. 226f & 275k.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SB 0119 of 2023,Senate Bill,"Criminal procedure: sentencing; sentencing individuals less than 19 to imprisonment for life without parole eligibility; prohibit. Amends secs. 1 & 1b, ch. IX of 1927 PA 175 (MCL 769.1 & 769.1b) & repeals secs. 25 & 25a, ch. IX of 1927 PA 175 (MCL 769.25 & 769.25a).  TIE BAR WITH: SB 0121'23, SB 0123'23, SB 0120'23, SB 0122'23Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0120 of 2023,Senate Bill,"Corrections: parole; parole of certain offenders less than 19 at time of conviction; provide for under certain circumstances. Amends sec. 34 of 1953 PA 232 (MCL 791.234).  TIE BAR WITH: SB 0119'23, SB 0121'23, SB 0123'23, SB 0122'23Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0121 of 2023,Senate Bill,"Criminal procedure: sentencing; sentencing individuals less than 19 to imprisonment for life without parole eligibility; amend probate code of 1939 to prohibit. Amends sec. 18, ch. XIIA of 1939 PA 288 (MCL 712A.18).  TIE BAR WITH: SB 0119'23, SB 0123'23, SB 0120'23, SB 0122'23Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0122 of 2023,Senate Bill,"Crimes: penalties; penalties for certain crimes of imprisonment for life without parole eligibility; amend public health code to exclude application to individuals less than 19. Amends sec. 17764 of 1978 PA 368 (MCL 333.17764).  TIE BAR WITH: SB 0119'23, SB 0121'23, SB 0123'23, SB 0120'23Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0123 of 2023,Senate Bill,"Crimes: penalties; penalties for certain crimes of imprisonment for life without parole eligibility; amend Michigan penal code to exclude application to individuals less than 19. Amends secs. 16, 18, 200i, 204, 207, 209, 210, 211a, 316, 436 & 543f of 1931 PA 328 (MCL 750.16 et seq.) & adds sec. 506b.  TIE BAR WITH: SB 0119'23, SB 0121'23, SB 0120'23, SB 0122'23Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0124 of 2023,Senate Bill,"Transportation: railroads; priorities for local grade separation fund; provide for. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 11j.  TIE BAR WITH: SB 0125'23Last Action: referred to Committee on Transportation, Mobility and Infrastructure"
SB 0125 of 2023 (PA 66 of 2023),Senate Bill,Transportation: railroads; local grade separation grant program and fund; create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 11i.  TIE BAR WITH: HB 4153'23Last Action: ASSIGNED PA 0066'23 WITH IMMEDIATE EFFECT
SB 0126 of 2023,Senate Bill,Elections: other; agreement among the states to elect the President by national popular vote; enter into. Creates new act.Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND ETHICS
SB 0127 of 2023,Senate Bill,Individual income tax: credit; credit for donation to endowment fund of community foundation; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 261.Last Action: laid over one day under the rules
SB 0128 of 2023,Senate Bill,"Individual income tax: credit; credit for donations to certain charitable organizations that provide accommodation, food, or meals to indigents; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 260.Last Action: referred to Committee on Tax Policy"
SB 0129 of 2023 (PA 90 of 2023),Senate Bill,"Economic development: brownfield redevelopment authority; certain housing activities; allow, and modify tax capture revenues. Amends title & secs. 2, 8, 8a, 11, 13, 13b, 13c, 14, 14a, 15 & 16 of 1996 PA 381 (MCL 125.2652 et seq.).Last Action: ASSIGNED PA 0090'23 WITH IMMEDIATE EFFECT"
SB 0130 of 2023 (PA 91 of 2023),Senate Bill,Property tax: other; reference to the brownfield redevelopment financing act; update. Amends sec. 7gg of 1893 PA 206 (MCL 211.7gg).  TIE BAR WITH: SB 0129'23Last Action: ASSIGNED PA 0091'23 WITH IMMEDIATE EFFECT
SB 0131 of 2023 (PA 92 of 2023),Senate Bill,Use tax: other; reference to the brownfield redevelopment financing act; update. Amends sec. 4dd of 1937 PA 94 (MCL 205.94dd).  TIE BAR WITH: SB 0129'23Last Action: ASSIGNED PA 0092'23 WITH IMMEDIATE EFFECT
SB 0132 of 2023 (PA 93 of 2023),Senate Bill,Sales tax: other; reference to the brownfield redevelopment financing act; update. Amends sec. 4d of 1933 PA 167 (MCL 205.54d).  TIE BAR WITH: SB 0129'23Last Action: ASSIGNED PA 0093'23 WITH IMMEDIATE EFFECT
SB 0133 of 2023 (PA 313 of 2023),Senate Bill,Health: controlled substances; overdose fatality review act; create. Creates new act.Last Action: ASSIGNED PA 0313'23
SB 0134 of 2023 (PA 124 of 2023),Senate Bill,Courts: drug court; specialty court authorization to issue a restricted license requiring an ignition interlock device; modify. Amends secs. 1084 & 1091 of 1961 PA 236 (MCL 600.1084 & 600.1091).  TIE BAR WITH: SB 0135'23Last Action: ASSIGNED PA 0124'23 WITH IMMEDIATE EFFECT
SB 0135 of 2023 (PA 125 of 2023),Senate Bill,Vehicles: registration; issuance of a restricted license requiring the installation of ignition interlock device and specialty court admission; modify. Amends secs. 83 & 304 of 1949 PA 300 (MCL 257.83 & 257.304).  TIE BAR WITH: SB 0134'23Last Action: ASSIGNED PA 0125'23 WITH IMMEDIATE EFFECT
SB 0136 of 2023,Senate Bill,"History and arts: other; history museum authorities act; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0137 of 2023 (PA 68 of 2023),Senate Bill,"Children: guardians; guardians of tribal children; allow access to guardian funds. Amends secs. 5, 5a, 5b & 6 of 2008 PA 260 (MCL 722.875 et seq.).  TIE BAR WITH: SB 0138'23Last Action: ASSIGNED PA 0068'23 WITH IMMEDIATE EFFECT"
SB 0138 of 2023 (PA 69 of 2023),Senate Bill,"Children: guardians; guardians of tribal children; allow access to guardian funds. Amends secs. 2, 3 & 4 of 2008 PA 260 (MCL 722.872 et seq.).  TIE BAR WITH: SB 0137'23Last Action: ASSIGNED PA 0069'23 WITH IMMEDIATE EFFECT"
SB 0139 of 2023,Senate Bill,"Transportation: railroads; train length limitations; impose, and provide penalties for noncompliance. Amends 1993 PA 354 (MCL 462.101 - 462.451) by adding sec. 391a.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE"
SB 0140 of 2023,Senate Bill,Labor: benefits; family leave policies; require employers to disclose to employees and potential employees. Creates new request.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND COMMUNITY DEVELOPMENT
SB 0141 of 2023 (PA 95 of 2023),Senate Bill,Liquor: licenses; carryout sales and delivery of alcoholic liquor by an on-premises licensee; eliminate sunset. Amends sec. 537a of 1998 PA 58 (MCL 436.1537a).Last Action: ASSIGNED PA 0095'23 WITH IMMEDIATE EFFECT
SB 0142 of 2023,Senate Bill,Labor: fair employment practices; written job descriptions; require for employers with more than 5 employees. Amends title of 1978 PA 397 (MCL 423.501 - 423.512) & adds sec. 9a.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND COMMUNITY DEVELOPMENT
SB 0143 of 2023,Senate Bill,Labor: fair employment practices; noncompete agreements; prohibit employers from obtaining unless certain conditions are met. Amends sec. 4a of 1984 PA 274 (MCL 445.774a).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND COMMUNITY DEVELOPMENT
SB 0144 of 2023,Senate Bill,Individual income tax: credit; earned income tax credit; increase. Amends 1967 PA 281 (MCL 206.1 - 206.846) by adding sec. 272a.Last Action: referred to Committee on Tax Policy
SB 0145 of 2023,Senate Bill,Law enforcement: communications; Michigan public safety citizen communications system modernization act; create. Creates new act.  TIE BAR WITH: SB 0146'23Last Action: REFERRED TO COMMITTEE ON VETERANS AND EMERGENCY SERVICES
SB 0146 of 2023,Senate Bill,Crime victims: notices; notification to crime victims using the Michigan public safety citizen communications system; provide for. Amends 1985 PA 87 (MCL 780.751 - 780.834) by adding sec. 3a.  TIE BAR WITH: SB 0145'23Last Action: REFERRED TO COMMITTEE ON VETERANS AND EMERGENCY SERVICES
SB 0147 of 2023 (PA 31 of 2023),Senate Bill,Civil rights: other; certain references to nontherapeutic abortions in the Elliott-Larsen civil rights act; remove. Amends secs. 201 & 202 of 1976 PA 453 (MCL 37.2201 & 37.2202).Last Action: ASSIGNED PA 0031'23
SB 0148 of 2023 (PA 314 of 2023),Senate Bill,Animals: research facilities; reporting requirements and penalties for noncompliance; provide for. Amends sec. 12 of 1969 PA 224 (MCL 287.392) & adds secs. 11a & 12a.  TIE BAR WITH: SB 0149'23Last Action: ASSIGNED PA 0314'23
SB 0149 of 2023 (PA 315 of 2023),Senate Bill,Animals: research facilities; certain research facilities to offer certain laboratory animals for adoption before euthanization; require. Amends title & secs. 1 & 7 of 1969 PA 224 (MCL 287.381 & 287.387) & adds sec. 8a.  TIE BAR WITH: SB 0148'23Last Action: ASSIGNED PA 0315'23
SB 0150 of 2023 (PA 129 of 2024),Senate Bill,Property tax: tax tribunal; methods for tax tribunal to hold small claims hearings; expand to include telephonically or by videoconferencing. Amends sec. 62 of 1973 PA 186 (MCL 205.762).Last Action: ASSIGNED PA 0129'24 WITH IMMEDIATE EFFECT
SB 0151 of 2023,Senate Bill,Elections: registration; voter registration application; modify to include a statement that the elector understands voting more than once at the same election is a felony. Amends sec. 495 of 1954 PA 116 (MCL 168.495).Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND ETHICS
SB 0152 of 2023,Senate Bill,Public utilities: consumer services; community solar facilities; require MPSC to promulgate rules concerning. Amends 2008 PA 295 (MCL 460.1001 - 460.1211) by adding secs. 235 & 237.  TIE BAR WITH: SB 0153'23Last Action: REFERRED TO COMMITTEE ON ENERGY AND ENVIRONMENT
SB 0153 of 2023,Senate Bill,Energy: alternative sources; community solar facilities; provide for establishment of. Amends sec. 5 of 2008 PA 295 (MCL 460.1005) & adds pt. 8.  TIE BAR WITH: SB 0152'23Last Action: REFERRED TO COMMITTEE ON ENERGY AND ENVIRONMENT
SB 0154 of 2023,Senate Bill,"Civil rights: public records; definition of public record subject to the freedom of information act; modify. Amends sec. 2 of 1976 PA 442 (MCL 15.232).Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0155 of 2023,Senate Bill,Elections: voting equipment; use of electronic voting systems that contain certain parts or equipment; prohibit. Amends secs. 795 & 795a of 1954 PA 116 (MCL 168.795 & 168.795a).Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND ETHICS
SB 0156 of 2023,Senate Bill,Retirement: state employees; election process to transfer a corrections officer to the Michigan state police retirement system; provide for. Amends sec. 55 of 1943 PA 240 (MCL 38.55) & adds secs. 50b & 65a.  TIE BAR WITH: SB 0157'23Last Action: REFERRED TO COMMITTEE ON LABOR
SB 0157 of 2023,Senate Bill,"Retirement: state police; membership in the retirement system of a corrections officer first hired after certain date; provide for, and allow for purchasing service credit for certain corrections officers' service under the state employees' retirement system. Amends secs. 3, 4, 14 & 70 of 1986 PA 182 (MCL 38.1603 et seq.) & adds secs. 14b & 24c.  TIE BAR WITH: SB 0156'23Last Action: REFERRED TO COMMITTEE ON LABOR"
SB 0158 of 2023,Senate Bill,Sales tax: exemptions; delivery and installation; exempt from sales tax. Amends secs. 1 & 25 of 1933 PA 167 (MCL 205.51 & 205.75).Last Action: referred to Committee on Judiciary
SB 0159 of 2023,Senate Bill,Use tax: exemptions; delivery and installation; exempt from use tax. Amends secs. 2 & 21 of 1937 PA 94 (MCL 205.92 & 205.111).Last Action: referred to Committee on Judiciary
SB 0160 of 2023 (PA 29 of 2023),Senate Bill,Taxation: other; reporting estimate of amount of use tax forgone; modify to reflect change in use tax act. Amends sec. 6 of 1979 PA 72 (MCL 21.276).Last Action: ASSIGNED PA 0029'23 WITH IMMEDIATE EFFECT
SB 0161 of 2023 (PA 110 of 2023),Senate Bill,"Education: teachers and administrators; certain requirements concerning teacher certification; modify. Amends secs. 1526, 1531, 1531d, 1531j & 1531k of 1976 PA 451 (MCL 380.1526 et seq.).Last Action: ASSIGNED PA 0110'23 WITH IMMEDIATE EFFECT"
SB 0162 of 2023 (PA 111 of 2023),Senate Bill,Education: counseling; reciprocity for out-of-state school counselors; expand. Amends sec. 1233 of 1976 PA 451 (MCL 380.1233).Last Action: ASSIGNED PA 0111'23 WITH IMMEDIATE EFFECT
SB 0163 of 2023,Senate Bill,"Property tax: exemptions; exemption for the surviving spouse of a disabled veteran; modify. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0164 of 2023 (PA 79 of 2023),Senate Bill,"Economic development: other; principal shopping district and business improvement zones; modify. Amends secs. 10, 10b, 10c, 10e & 10f of 1961 PA 120 (MCL 125.990 et seq.).Last Action: ASSIGNED PA 0079'23"
SB 0165 of 2023,Senate Bill,"Retirement: state police; membership in the retirement system of certain law enforcement officers first hired after certain date; provide for, and allow for purchasing service credit for certain law enforcement officers' service under the state employees' retirement system. Amends secs. 3 & 4 of 1986 PA 182 (MCL 38.1603 & 38.1604).  TIE BAR WITH: SB 0166'23, SB 0167'23Last Action: referred to second reading"
