Document,Type,Description
SB 0116 of 2021,Senate Bill,Occupations: barbers; barber apprenticeship requirements for licensure; provide for. Amends sec. 1108 of 1980 PA 299 (MCL 339.1108). Last Action: referred to Committee on Regulatory Reform
SB 0117 of 2021,Senate Bill,State financing and management: purchasing; requirement for state contract preference to be awarded to Michigan-based companies; modify. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0118 of 2021 (PA 0015 of 2021),Senate Bill,School aid: penalties; penalties for prohibited conduct; modify. Amends sec. 163 PA 1979 PA 94 (MCL 388.1763).Last Action: ASSIGNED PA 0015'21 WITH IMMEDIATE EFFECT
SB 0119 of 2021,Senate Bill,Occupations: inspectors; eligibility requirements for mining inspectors; modify. Amends title & secs. 1 & 6 of 1911 PA 163 (MCL 425.101 & 425.106) & repeals sec. 2 of 1911 PA 163 (MCL 425.102).Last Action: referred to Committee on Natural Resources and Outdoor Recreation
SB 0120 of 2021,Senate Bill,Natural resources: other; natural resource commission; modify commissioners. Amends sec. 501 of 1994 PA 451 (MCL 324.501).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES
SB 0121 of 2021,Senate Bill,Education: board members; state board of education; require members to be selected by each political party from regions. Admends sec. 282a of 1954 PA 116 (MCL 168.282a) by adding sec. 282b.Last Action: REFERRED TO COMMITTEE OF THE WHOLE
SB 0122 of 2021,Senate Bill,Natural resources: shorelands; public risk assessment database for certain shoreline properties; create. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 343.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0123 of 2021,Senate Bill,"Natural resources: shorelands; inspections of high-risk docks and seawalls; require. Amends 1994 PA 451 (MCL 324.101 - 324.90106) & adds secs. 34301, 34305, 34307, 34309, 34311 & 34313.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY"
SB 0124 of 2021,Senate Bill,Water supply: other; water resources protection reporting requirements; modify. Amends secs. 3111b & 3115 of 1994 PA 451 (MCL 324.3111b & 324.3115).Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0125 of 2021,Senate Bill,Liquor: licenses; prorating certain license fees for a licensee that was prohibited from offering indoor service under an executive order; provide for. Amends sec. 525 of 1998 PA 58 (MCL 436.1525).Last Action: referred to Committee on Regulatory Reform
SB 0126 of 2021,Senate Bill,Gaming: bingo and charitable gaming; bingo license renewals; provide credit for 2021 due to certain COVID-19 restrictions. Amends sec. 4a of 1972 PA 382 (MCL 432.104a).Last Action: referred to Committee on Regulatory Reform
SB 0127 of 2021,Senate Bill,Property tax: tax tribunal; tax tribunal jurisdiction; exclude federal statutory or constitutional civil rights claims. Amends sec. 31 of 1973 PA 186 (MCL 205.731.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0128 of 2021 (PA 90 of 2021),Senate Bill,"Occupations: vehicles, dealers and repair facilities; dealership requirement for hours of operation; modify. Amends sec. 14 of 1949 PA 300 (MCL 257.14).Last Action: ASSIGNED PA 0090'21 WITH IMMEDIATE EFFECT"
SB 0129 of 2021 (PA 20 of 2022),Senate Bill,"Businesses: associations; summer resort and park associations; modify. Amends title & secs. 3, 9, 10 & 23 of 1897 PA 230 (MCL 455.3 et seq.).Last Action: ASSIGNED PA 0020'22"
SB 0130 of 2021,Senate Bill,"Elections: scheduling; May regular election and August regular election; eliminate, and replace with March regular election and June regular election. Amends secs. 3, 52, 53, 92, 93, 132, 133, 162, 163, 192, 193, 253, 254, 322, 345, 349, 370, 409a, 412, 432, 433, 467a, 534, 535, 551, 559, 591, 592, 598, 611, 623a, 641, 642, 642a, 686a, 737a, 821, 963 & 970e of 1954 PA 116 (MCL 168.3 et seq.).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-3)"
SB 0131 of 2021,Senate Bill,Elections: scheduling; reference to August primary election in 1851 PA 156; revise to June primary election. Amends sec. 16c of 1851 PA 156 (MCL 46.16c).  TIE BAR WITH: SB 0130'21Last Action: REFERRED TO COMMITTEE ON ELECTIONS
SB 0132 of 2021,Senate Bill,Elections: scheduling; reference to May election date in the revised school code; remove. Amends secs. 702 & 703 of 1976 PA 451 (MCL 380.702 & 380.703).  TIE BAR WITH: SB 0130'21Last Action: REFERRED TO COMMITTEE ON ELECTIONS
SB 0133 of 2021,Senate Bill,"Elections: scheduling; reference to August primary election in the revised judicature act of 1961; revise to June primary election. Amends secs. 550, 550a, 805, 8175 & 8176 of 1961 PA 236 (MCL 600.550 et seq.).  TIE BAR WITH: SB 0130'21Last Action: REFERRED TO COMMITTEE ON ELECTIONS"
SB 0134 of 2021 (PA 147 of 2022),Senate Bill,"Crimes: fraud; manufacture, advertisement, sale, or distribution of synthetic urine or adulterant for purposes of defrauding urine drug test; prohibit. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 410c.Last Action: ASSIGNED PA 0147'22 WITH IMMEDIATE EFFECT"
SB 0135 of 2021,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for crime related to drug masking products with a commercial purpose; enact. Amends sec. 16t, ch. XVII of 1927 PA 175 (MCL 777.16t).  TIE BAR WITH: SB 0134'21Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES"
SB 0136 of 2021,Senate Bill,Agriculture: pesticides; registry of individuals seeking to be notified in the event of the emergency use or application of pesticides on or adjacent to their property; provide for. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 8316c.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0137 of 2021,Senate Bill,Transportation: funds; freight rail preservation and development grant program fund; create. Amends 1976 PA 295 (MCL 474.51 - 474.70) by adding sec. 15b.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0138 of 2021,Senate Bill,Natural resources: other; impact study related to feedstock capacity of renewable natural gas derived from biological materials; provide for. Amends secs. 7 & 9 of 2008 PA 295 (MCL 460.1007 & 460.1009) & adds pt. 9.Last Action: REFERRED TO COMMITTEE ON ENERGY AND TECHNOLOGY
SB 0139 of 2021,Senate Bill,Highways: other; designation of high-occupancy vehicle lanes by agency having jurisdiction over the highway; provide for. Amends sec. 642 of 1949 PA 300 (MCL 257.642).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0140 of 2021,Senate Bill,Transportation: authorities; designation of high-occupancy vehicle lanes by agency having jurisdiction over the highway; provide for. Amends sec. 1 of 1951 PA 51 (MCL 247.651).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0141 of 2021 (PA 0016 of 2021),Senate Bill,"Liquor: spirits; definition of mixed spirit drink; modify, and modify eligibility for direct shipper license and retailer delivery. Amends sec. 203 of 1998 PA 58 (MCL 436.1203).  TIE BAR WITH: SB 0143'21, SB 0144'21Last Action: ASSIGNED PA 0016'21 WITH IMMEDIATE EFFECT"
SB 0142 of 2021 (PA 0017 of 2021),Senate Bill,"Liquor: retail sales; allowing in state and out-of-state mixed spirit drink manufacturers to deliver mixed spirit drink to retailers; provide for. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 203b.  TIE BAR WITH: SB 0144'21, SB 0143'21, SB 0141'21Last Action: ASSIGNED PA 0017'21 WITH IMMEDIATE EFFECT"
SB 0143 of 2021 (PA 0018 of 2021),Senate Bill,"Liquor: spirits; definition of mixed spirit drink; modify. Amends sec. 609 of 1998 PA 58 (MCL 436.1609).  TIE BAR WITH: SB 0144'21, SB 0141'21Last Action: ASSIGNED PA 0018'21 WITH IMMEDIATE EFFECT"
SB 0144 of 2021 (PA 0019 of 2021),Senate Bill,"Liquor: spirits; definition of mixed spirit drink; modify. Amends secs. 105, 107, 109, 111, 113, 113a, 301, 305, 307, 521, 525, 537, 603 & 610 of 1998 PA 58 (MCL 436.1105 et seq.).  TIE BAR WITH: SB 0142'21, SB 0143'21, SB 0141'21Last Action: ASSIGNED PA 0019'21 WITH IMMEDIATE EFFECT"
SB 0145 of 2021 (PA 6 of 2022),Senate Bill,Individual income tax: other; Michigan first-time home buyer savings program act; create. Creates new act.Last Action: ASSIGNED PA 0006'22 WITH IMMEDIATE EFFECT
SB 0146 of 2021,Senate Bill,Individual income tax: deductions; tax incentive for contributions made to first-time home buyers program; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).  TIE BAR WITH: SB 0145'21Last Action: re-referred to Committee on Tax Policy
SB 0147 of 2021,Senate Bill,Administrative procedure: rules; prohibition on adoption of rules by state agencies from being more stringent than federal regulations; eliminate. Amends secs. 32 & 45 of 1969 PA 306 (MCL 24.232 & 24.245).Last Action: REFERRED TO COMMITTEE ON OVERSIGHT
SB 0148 of 2021,Senate Bill,Appropriations: supplemental; supplemental appropriation for the Detroit public schools community district; provide for. Creates appropriations act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0149 of 2021,Senate Bill,Property: conveyances; restricted use of conveyed land to Camp Curnalia Cottage owners association and board members; clarify. Amends land transfer act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0150 of 2021,Senate Bill,"Military affairs: other; 28 day limit for national guard activation; create. Amends sec. 151 of 1967 PA 150 (MCL 32.551).Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
SB 0151 of 2021,Senate Bill,Records: other; reporting of pre-incarceration address of incarcerated individuals by the department of corrections for voting district population counts; require. Creates new act.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0152 of 2021,Senate Bill,Weapons: firearms; transportation of firearm in off-road vehicle; allow under certain circumstances. Amends sec. 40111 of 1994 PA 451 (MCL 324.40111).Last Action: REASSIGNED TO COMMITTEE ON NATURAL RESOURCES
SB 0153 of 2021 (PA 0109 of 2021),Senate Bill,Use tax: exemptions; sale of feminine hygiene products; exempt. Amends secs. 4 & 21 of 1937 PA 94 (MCL 205.94 & 205.111).Last Action: ASSIGNED PA 0109'21 WITH IMMEDIATE EFFECT
SB 0154 of 2021,Senate Bill,Sales tax: exemptions; sale of feminine hygiene products; exempt. Amends secs. 4a & 25 of 1933 PA 167 (MCL 205.54a & 205.75).  TIE BAR WITH: HB 4270'21Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0155 of 2021 (PA 36 of 2021),Senate Bill,"Health: pharmaceuticals; emergency dispensing of insulin; provide for under certain circumstances. Amends secs. 17703, 17708, 17751 & 17757 of 1978 PA 368 (MCL 333.17703 et seq.) & adds secs. 17744f.Last Action: ASSIGNED PA 0036'21 WITH IMMEDIATE EFFECT"
SB 0156 of 2021 (PA 37 of 2021),Senate Bill,Insurance: health insurers; coverage for emergency refill of prescription medication of insulin for up to a 30-day supply; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406v.  TIE BAR WITH: SB 0155'21Last Action: ASSIGNED PA 0037'21 WITH IMMEDIATE EFFECT
SB 0157 of 2021 (PA 25 of 2021),Senate Bill,"Health occupations: health professionals; reciprocity for veterans, members of the armed forces, members of the uniformed services, and their dependents who hold an out-of-state license or registration; provide for. Amends secs. 16103, 16109, 16181, 16303, 16323 & 20950 of 1978 PA 368 (MCL 333.16103 et seq.) & adds sec. 16186a.Last Action: ASSIGNED PA 0025'21 WITH IMMEDIATE EFFECT"
SB 0158 of 2021,Senate Bill,"Occupations: individual licensing and registration; licensing reciprocity for certain occupations for veterans and military service members and their dependents who hold an out-of-state license; provide for. Amends secs. 103, 104, 105, 213 & 2404b of 1980 PA 299 (MCL 339.103) & adds sec. 217. Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-1)"
SB 0159 of 2021,Senate Bill,"Courts: juries; provision related to allowance of a one man grand jury; eliminate. Amends 1927 PA 175 by repealing secs. 3, 4, 5, 6, 6a & 6b, ch. VII (MCL 767.3 et seq.).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0160 of 2021,Senate Bill,Criminal procedure: warrants; statutory warrant requirement; provide for department of natural resources. Amends sec. 1602 of 1994 PA 451 (MCL 324.1602) & adds sec. 1507.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0161 of 2021,Senate Bill,Worker's compensation: benefits; infectious disease presumption for essential employees during a declared emergency; provide for. Amends sec. 405 of 1969 PA 317 (MCL 418.405).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0162 of 2021,Senate Bill,Labor: health and safety; penalties for Michigan occupational health and safety act violations; increase maximum amount. Amends sec. 35 of 1974 PA 154 (MCL 408.1035).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0163 of 2021,Senate Bill,Labor: fair employment practices; employer taking adverse employment action against an employee who raises concern over infection control; prohibit. Creates new act.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0164 of 2021,Senate Bill,Labor: fair employment practices; employer taking adverse employment action against an employee who is absent from work; prohibit during a declared emergency. Creates new act.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0165 of 2021,Senate Bill,Labor: notices; information regarding COVID-19 testing locations; require employers to provide. Creates new act.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0166 of 2021 (PA 80 of 2022),Senate Bill,"Health: pharmaceuticals; dispensing prescription drug or device requirements; expand to include prescriptions from out-of-state prescribers under certain circumstances. Amends secs. 16106, 17708 & 17751 of 1978 PA 368 (MCL 333.16106 et seq.).Last Action: ASSIGNED PA 0080'22"
SB 0167 of 2021,Senate Bill,"Trade: containers; beverages and beverage containers subject to bottle deposit and distribution of revenue; expand and revise. Amends secs. 1, 2, 2a, 3c, 3e & 3f of 1976 IL1 (MCL 445.571 et seq.) & adds sec. 3g.Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
SB 0168 of 2021,Senate Bill,"Employment security: benefits; maximum weekly benefit amount; increase, and modify dependent calculation. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT"
SB 0169 of 2021,Senate Bill,Employment security: benefits; maximum benefit amount; increase. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0170 of 2021,Senate Bill,Employment security: benefits; weekly dependent care amount and benefit period; increase. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0171 of 2021,Senate Bill,Employment security: benefits; multiplier used to determine wage eligibility; modify. Amends sec. 46 of 1936 (Ex Sess) PA 1 (MCL 421.46).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0172 of 2021,Senate Bill,Employment security: administration; services performed by an independent contractor; modify standard for determining and consider to be employment during certain emergencies. Amends sec. 42 of 1936 (Ex Sess) PA 1 (MCL 421.42).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0173 of 2021,Senate Bill,Employment security: claimants; provisions regarding seasonal workers; eliminate. Amends secs. 27 & 28b of 1936 (Ex Sess) PA 1 (MCL 421.27 & 421.28b).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0174 of 2021,Senate Bill,Employment security: benefits; low-wage school employees to collect unemployment benefits during the summer months; allow. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
