Document,Type,Description
SB 0102 of 2013,Senate Bill,"Insurance; no-fault; catastrophic claims association; revise membership, require annual audit, make subject to open meetings act and freedom of information act, and provide for other general amendments. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104).  TIE BAR WITH: SB 0103'13Last Action: REFERRED TO COMMITTEE ON INSURANCE"
SB 0103 of 2013,Senate Bill,Civil rights; open meetings; catastrophic claims association; make subject to open meetings act. Amends secs. 2 & 3 of 1976 PA 267 (MCL 15.262 & 15.263).  TIE BAR WITH: SB 0102'13Last Action: REFERRED TO COMMITTEE ON INSURANCE
SB 0104 of 2013,Senate Bill,Property tax; exemptions; tax exemption for certain disabled veterans; provide for. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7ll.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0105 of 2013 (PA 0457 of 2014),Senate Bill,"Criminal procedure; DNA; collection of DNA samples at time of arrest for committing or attempting to commit a felony offense; provide for in DNA identification profiling system and provide for penalties. Amends title & secs. 2, 3, 3a, 5 & 6 of 1990 PA 250 (MCL 28.172 et seq.).  TIE BAR WITH: SB 0106'13, SB 0107'13Last Action: ASSIGNED PA 0457'14"
SB 0106 of 2013 (PA 0458 of 2014),Senate Bill,"Criminal procedure; DNA; collection of DNA samples from juveniles at time of arrest for committing or attempting to commit a felony offense; provide for in probate code of 1939. Amends sec. 18k, ch. XIIA of 1939 PA 288 (MCL 712A.18k).  TIE BAR WITH: SB 0105'13, SB 0107'13Last Action: ASSIGNED PA 0458'14"
SB 0107 of 2013 (PA 0459 of 2014),Senate Bill,"Criminal procedure; DNA; collection of DNA samples at time of arrest for committing a felony or attempting to commit a felony offense; provide for in Michigan penal code. Amends sec. 520m of 1931 PA 328 (MCL 750.520m).  TIE BAR WITH: SB 0105'13, SB 0106'13Last Action: ASSIGNED PA 0459'14"
SB 0108 of 2013 (PA 0020 of 2013),Senate Bill,"Highways; name; portion of I-94 in Kalamazoo county; designate as the ""Officer Eric Zapata Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 69.Last Action: ASSIGNED PA 0020'13 WITH IMMEDIATE EFFECT"
SB 0109 of 2013,Senate Bill,Liquor; licenses; issuance of conditional liquor license; allow. Amends sec. 525 of 1998 PA 58 (MCL 436.1525).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0110 of 2013,Senate Bill,"State; other; flags flown in cities, townships, villages, and county buildings; require to be made in the United States. Amends title & sec. 2a of 1911 PA 209 (MCL 2.22a).Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS"
SB 0111 of 2013,Senate Bill,"Vehicles; fund-raising registration plates; fund-raising registration plate recognizing ""Michigan Trails and Greenways""; create. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811v.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION"
SB 0112 of 2013,Senate Bill,Weapons; concealed; certain individuals to carry concealed pistols on school property in certain circumstances; allow. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0113 of 2013 (PA 0535 of 2014),Senate Bill,Property tax; exemptions; certain conservation easements; exempt. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).Last Action: ASSIGNED PA 0535'14
SB 0114 of 2013 (PA 0164 of 2014),Senate Bill,Property tax; assessments; assessment of commercial rental property; revise. Amends sec. 34d of 1893 PA 206 (MCL 211.34d).Last Action: ASSIGNED PA 0164'14 WITH IMMEDIATE EFFECT
SB 0115 of 2013,Senate Bill,Education; facilities; school building site approval by local unit of government; require for certain school buildings and prescribe criteria for site plan approval by superintendent of public instruction. Amends sec. 1263 of 1976 PA 451 (MCL 380.1263).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0116 of 2013,Senate Bill,"Local government; bonds; provision related to issuance of fiscal stabilization bonds; modify. Amends secs. 3, 4, 5 & 9 of 1981 PA 80 (MCL 141.1003 et seq.) & adds sec. 4a.Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS"
SB 0117 of 2013,Senate Bill,Animals; dogs; puppy protection act; create. Creates new act.  TIE BAR WITH: SB 0118'13Last Action: REFERRED TO COMMITTEE ON AGRICULTURE
SB 0118 of 2013,Senate Bill,Animals; dogs; large-scale commercial breeding kennels; regulate. Amends 1919 PA 339 (MCL 287.261 - 287.290) by adding sec. 10a.  TIE BAR WITH: SB 0117'13Last Action: REFERRED TO COMMITTEE ON AGRICULTURE
SB 0119 of 2013,Senate Bill,Education; transportation; mileage reimbursement for busing students to school for education; provide funding. Amends 1979 PA 94 (MCL 388.1601 - 388.1896) by adding sec. 72.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0120 of 2013,Senate Bill,Education; curriculum; certain American heritage instruction and documents; allow and prohibit censorship of. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1168.Last Action: referred to second reading
SB 0121 of 2013,Senate Bill,Education; curriculum; celebrate freedom week to be observed in all public schools; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1167.Last Action: referred to second reading
SB 0122 of 2013,Senate Bill,School aid; membership; counting of qualifying professional development time as pupil instruction time; revise standards for. Amends sec. 101 of 1979 PA 94 (MCL 388.1701).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0123 of 2013 (PA 0026 of 2013),Senate Bill,"State financing and management; funds; funding for purchase of land and development of certain convention facilities; provide for. Amends secs. 3, 5 & 8 of 1999 PA 203 (MCL 141.1403 et seq.).Last Action: ASSIGNED PA 0026'13 WITH IMMEDIATE EFFECT"
SB 0124 of 2013,Senate Bill,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends secs. 758, 759 & 759b of 1954 PA 116 (MCL 168.758 et seq.).Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS"
SB 0125 of 2013,Senate Bill,Economic development; tax increment financing; deadline for capture of state and local education taxes to cover costs of eligible obligations; extend. Amends sec. 1 of 1980 PA 450 (MCL 125.1801).Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS
SB 0126 of 2013 (PA 0129 of 2013),Senate Bill,Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2012-2013. Creates appropriation act.Last Action: ASSIGNED PA 0129'13 WITH IMMEDIATE EFFECT
SB 0127 of 2013,Senate Bill,Consumer protection; unfair trade practices; application of Michigan consumer protection act to actions expressly permitted by law; clarify. Amends sec. 4 of 1976 PA 331 (MCL 445.904).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0128 of 2013,Senate Bill,Individual income tax; credit; earned income tax credit; restore. Amends sec. 272 of 1967 PA 281 (MCL 206.272).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0129 of 2013,Senate Bill,Vehicles; fund-raising registration plates; specialty plate to recognize women veterans; create. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811u.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
SB 0130 of 2013,Senate Bill,Corporate income tax; credits; credit for certain employers that provide employment for certain veterans; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 672a.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0131 of 2013,Senate Bill,Family law; child custody; granting of custody or parenting time for parent convicted of certain sexual offenses; prohibit. Amends 1970 PA 91 (MCL 722.21 - 722.31) by adding sec. 5a.Last Action: REFERRED TO COMMITTEE OF THE WHOLE
SB 0132 of 2013,Senate Bill,Torts; product liability; limitation on liability for drugs that have been approved by federal food and drug administration; rescind. Amends sec. 2946 of 1961 PA 236 (MCL 600.2946).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0133 of 2013,Senate Bill,Education; curriculum; opt-out provision for arts and foreign language requirements for high school diploma; provide for pupils meeting certain alternative requirements. Amends sec. 1278a of 1976 PA 451 (MCL 380.1278a).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0134 of 2013,Senate Bill,Crimes; criminal sexual conduct; certain reference to fourth degree criminal sexual conduct; revise to reflect changes in substantive law. Amends sec. 2a of 1966 PA 189 (MCL 780.652a).  TIE BAR WITH: SB 0135'13Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0135 of 2013,Senate Bill,Crimes; criminal sexual conduct; age of consent for sexual contact between school employee and student; revise. Amends secs. 520d & 520e of 1931 PA 328 (MCL 750.520d & 750.520e).Last Action: referred to second reading
SB 0136 of 2013,Senate Bill,"Health; other; religious liberty and conscience protection act; enact to allow health care payers, health facilities, and health providers a right to decline to provide or pay for certain objectionable health care services. Creates new act.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
SB 0137 of 2013,Senate Bill,Insurance; health; abortion coverage; require through the purchase of optional rider. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3407c.Last Action: REFERRED TO COMMITTEE ON INSURANCE
SB 0138 of 2013,Senate Bill,Insurance; health care corporations; abortion coverage; require through the purchase of optional rider. Amends 1980 PA 350 (MCL 550.1101 - 550.1704) by adding sec. 402d.Last Action: REFERRED TO COMMITTEE ON INSURANCE
SB 0139 of 2013,Senate Bill,"Health; abortion; health professional or facility seeking reimbursement from qualified health plan for elective abortion; prohibit unless coverage is by optional rider. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding secs. 16240 & 20195.  TIE BAR WITH: SB 0137'13, SB 0138'13Last Action: REFERRED TO COMMITTEE ON INSURANCE"
SB 0140 of 2013,Senate Bill,"Employment security; funds; self-employment assistance program for extended benefits; implement. Amends 1936 (Ex Sess) PA 1 (MCL 421.1 - 421.75) by adding sec. 64a.Last Action: REFERRED TO COMMITTEE ON REFORMS, RESTRUCTURING AND REINVENTING"
SB 0141 of 2013,Senate Bill,"Employment security; funds; self-employment assistance program; implement in lieu of regular unemployment compensation. Amends 1936 (Ex Sess) PA 1 (MCL 421.1 - 421.75) by adding sec. 27d.Last Action: REFERRED TO COMMITTEE ON REFORMS, RESTRUCTURING AND REINVENTING"
SB 0142 of 2013,Senate Bill,Use tax; definitions; definition of prewritten computer software; revise. Amends sec. 2b of 1937 PA 94 (MCL 205.92b).Last Action: referred to second reading
SB 0143 of 2013,Senate Bill,Sales tax; definitions; definition of prewritten computer software; revise. Amends sec. 1a of 1933 PA 167 (MCL 205.51a).Last Action: referred to second reading
SB 0144 of 2013,Senate Bill,"Mental health; guardians; guardianship petitions for developmentally disabled minors; allow the court to schedule certain hearings before the minor turns 18 years of age. Amends secs. 609, 614 & 618 of 1974 PA 258 (MCL 330.1609 et seq.).Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
SB 0145 of 2013,Senate Bill,Individual income tax; deductions; pension tax; eliminate limitations and restrictions. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: DISCHARGE COMMITTEE POSTPONED
SB 0146 of 2013 (PA 0017 of 2014),Senate Bill,Economic development; neighborhood enterprise zones; neighborhood enterprise zone eligibility; expand. Amends sec. 4 of 1992 PA 147 (MCL 207.774).Last Action: ASSIGNED PA 0017'14 WITH IMMEDIATE EFFECT
SB 0147 of 2013,Senate Bill,Transportation; motor carrier fuel tax; motor carrier fuel tax act; repeal. Repeals 1980 PA 119 (MCL 207.211 - 207.234).  TIE BAR WITH: SJR J'13Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0148 of 2013,Senate Bill,"Transportation; motor carrier fuel tax; flat tax rate; eliminate, and establish an 18-month limitation period for filing refund claims. Amends secs. 2 & 6a of 1980 PA 119 (MCL 207.212 & 207.216a).  TIE BAR WITH: SB 0087'13, SB 0088'13Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SB 0149 of 2013,Senate Bill,Transportation; funds; distribution from Michigan transportation fund for capital improvements; provide for. Amends sec. 10 of 1951 PA 51 (MCL 247.660).  TIE BAR WITH: SJR J'13Last Action: referred to Committee on Transportation and Infrastructure
SB 0150 of 2013 (PA 0090 of 2013),Senate Bill,Individual income tax; checkoff; contribution to Michigan Alzheimer's association fund; provide for check-off option. Amends sec. 435 of 1967 PA 281 (MCL 206.435).  TIE BAR WITH: HB 4082'13Last Action: ASSIGNED PA 0090'13 WITH IMMEDIATE EFFECT
SB 0151 of 2013,Senate Bill,"Individual income tax; other; Michigan Alzheimer's association fund; create, and earmark revenue. Creates new act.Last Action: REFERRED TO COMMITTEE ON FINANCE"
SB 0152 of 2013,Senate Bill,Vehicles; fund-raising registration plates; fund-raising registration plate for Michigan humane society; create. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811v.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
SB 0153 of 2013 (PA 0278 of 2014),Senate Bill,"Family law; marriage and divorce; employee designated by county clerk to solemnize marriage in a county having more than 1,500,000 inhabitants; allow. Amends sec. 7 of 1846 RS 83 (MCL 551.7).Last Action: ASSIGNED PA 0278'14 WITH IMMEDIATE EFFECT"
SB 0154 of 2013,Senate Bill,"Recreation; trails; Hart-Montague trail state park; redesignate as the ""William Field Memorial Hart-Montague Trail State Park"". Amends sec. 74126 of 1994 PA 451 (MCL 324.74126).Last Action: referred to Committee on Natural Resources"
SB 0155 of 2013,Senate Bill,"Michigan business tax; administration; gross receipts, certain credit, and unitary filing provisions; modify to clarify original intent. Amends secs. 111, 113, 403 & 511 of 2007 PA 36 (MCL 208.1111 et seq.).Last Action: REFERRED TO COMMITTEE ON FINANCE"
SB 0156 of 2013 (PA 0282 of 2014),Senate Bill,"Michigan business tax; administration; gross receipts, certain credit and apportionment provisions; modify to clarify original intent. Amends secs. 111, 305, 403 & 433 of 2007 PA 36 (MCL 208.1111 et seq.); adds sec. 508 & repeals 1969 PA 343 (MCL 205.581 - 205.589).Last Action: ASSIGNED PA 0282'14 WITH IMMEDIATE EFFECT"
SB 0157 of 2013,Senate Bill,Labor; hours and wages; requirement of paying prevailing wages on state projects; eliminate. Repeals 1965 PA 166 (MCL 408.551 - 408.558).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0158 of 2013,Senate Bill,Labor; hours and wages; reference to repealed law; eliminate. Amends sec. 8 of 1974 PA 338 (MCL 125.1608).  TIE BAR WITH: SB 0157'13Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0159 of 2013,Senate Bill,"Labor; hours and wages; reference to repealed law; eliminate. Amends secs. 503, 523, 553 & 1311e of 1976 PA 451 (MCL 380.503 et seq.).  TIE BAR WITH: SB 0157'13Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0160 of 2013,Senate Bill,Insurance; health care corporations; coverage or reimbursement for chiropractic services; remove ability to not cover based on date scope of practice was revised. Amends secs. 502 & 502a of 1980 PA 350 (MCL 550.1502 & 550.1502a).Last Action: REFERRED TO COMMITTEE ON INSURANCE
SB 0161 of 2013,Senate Bill,Worker's compensation; employers; authority to refuse reimbursement for certain chiropractic services; eliminate. Amends sec. 315 of 1969 PA 317 (MCL 418.315).Last Action: REFERRED TO COMMITTEE ON INSURANCE
SB 0162 of 2013 (PA 0128 of 2013),Senate Bill,"Courts; jurisdiction; jurisdiction for prosecution of felony offenses; expand to include county where consequence intended to have effect. Amends sec. 8, ch. II of 1927 PA 175 (MCL 762.8).Last Action: ASSIGNED PA 0128'13 WITH IMMEDIATE EFFECT"
SB 0163 of 2013 (PA 0098 of 2013),Senate Bill,"Natural resources; wetlands; permit exemptions for wetlands and inland lakes and streams; revise, modify certain permit fees, provide for certain general permits, and require more information from department justifying denial of any part 13 permits. Amends secs. 1307, 1311, 30103, 30104, 30105, 30305, 30306, 30306b, 30311, 30311a, 30311d, 30312, 30312d, 30321 & 32513 of 1994 PA 451 (MCL 324.1307 et seq.); adds secs. 30101a & 30328 & repeals (See bill).Last Action: ASSIGNED PA 0098'13 WITH IMMEDIATE EFFECT"
SB 0164 of 2013,Senate Bill,Appropriations; supplemental; funding for dredging of waterways; provide for. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 353g.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
