Document,Type,Description
HR 0456 of 2008,House Resolution,"A resolution to recognize the Michigan Office of Services to the Aging on the occasion of its 35th anniversary.
Last Action: adopted"
HR 0457 of 2008,House Resolution,"A resolution to memorialize Congress to insure diversity and choice in health care coverage for families.

Last Action: referred to Committee on Health Policy"
HR 0458 of 2008,House Resolution,"A resolution of tribute offered as a memorial for Donald E. Holbrook, Jr., former member of the House of Representatives and former judge of the Michigan Court of Appeals.

Last Action: adopted by unanimous standing vote"
HR 0459 of 2008,House Resolution,"A resolution to memorialize the United States House of Representatives to retain the Honorable John Dingell as the chair of the Energy and Commerce Committee.

Last Action:  Roll Call # 855 Yeas 103 Nays 0"
HR 0460 of 2008,House Resolution,"A resolution recognizing October 13-17, 2008, as Credit Union Week and honoring all Michigan credit unions.Last Action: adopted"
HR 0461 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to take immediate action to expedite the domestic automotive industry package.
Last Action: adopted"
HR 0462 of 2008,House Resolution,"A resolution to memorialize Congress to take swift actions, including loan guarantees and other measures, to address the crisis threatening the survival of the domestic auto industry.

Last Action: adopted"
HR 0463 of 2008,House Resolution,"A resolution to commemorate December 24th, 2008, as S.S. Leopoldville Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0464 of 2008,House Resolution,"A resolution recognizing the 67th anniversary of the attack on Pearl Harbor.
Last Action: adopted"
HR 0465 of 2008,House Resolution,"A resolution to tribute for the Honorable Frank Accavitti.

Last Action: adopted"
HR 0466 of 2008,House Resolution,"A resolution of tribute for the Honorable Daniel Acciavatti.

Last Action: adopted"
HR 0467 of 2008,House Resolution,"A resolution of tribute for the Honorable Fran Amos.

Last Action: adopted"
HR 0468 of 2008,House Resolution,"A resolution of tribute for the Honorable Steve Bieda.

Last Action: adopted"
HR 0469 of 2008,House Resolution,"A resolution of tribute for the Honorable Jack Brandenburg.

Last Action: adopted"
HR 0470 of 2008,House Resolution,"A resolution of tribute for the Honorable Tom Casperson.

Last Action: adopted"
HR 0471 of 2008,House Resolution,"A resolution of tribute for the Honorable Bruce Caswell.

Last Action: adopted"
HR 0472 of 2008,House Resolution,"A resolution of tribute for the Honorable Marsha Cheeks.

Last Action: adopted"
HR 0473 of 2008,House Resolution,"A resolution of tribute for the Honorable Brenda Clack.

Last Action: adopted"
HR 0474 of 2008,House Resolution,"A resolution of tribute for the Honorable Paul Condino.

Last Action: adopted"
HR 0475 of 2008,House Resolution,"A resolution to express support for the people of India following the terrorist attacks in Mumbai and to memorialize the President and Congress to work with Indian authorities in both humanitarian and strategic capacities.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0476 of 2008,House Resolution,"A resolution of tribute for the Honorable Craig M. DeRoche.

Last Action: adopted"
HR 0477 of 2008,House Resolution,"A resolution of tribute for the Honorable Judy Emmons.

Last Action: adopted"
HR 0478 of 2008,House Resolution,"A resolution of tribute for the Honorable Barbara Farrah.

Last Action: adopted"
HR 0479 of 2008,House Resolution,"A resolution of tribute for the Honorable Edward Gaffney.

Last Action: adopted"
HR 0480 of 2008,House Resolution,"A resolution of tribute for the Honorable John Garfield.

Last Action: adopted"
HR 0481 of 2008,House Resolution,"A resolution of tribute for the Honorable Matt Gillard.

Last Action: adopted"
HR 0482 of 2008,House Resolution,"A resolution of tribute for the Honorable Ted Hammon.

Last Action: adopted"
HR 0483 of 2008,House Resolution,"A resolution of tribute for the Honorable Morris Hood III.

Last Action: adopted"
HR 0484 of 2008,House Resolution,"A resolution of tribute for the Honorable Jacob W. Hoogendyk, Jr.

Last Action: adopted"
HR 0485 of 2008,House Resolution,"A resolution of tribute for the Honorable Hoon-Yung Hopgood.

Last Action: adopted"
HR 0486 of 2008,House Resolution,"A resolution of tribute for the Honorable Bill Huizenga.

Last Action: adopted"
HR 0487 of 2008,House Resolution,"A resolution of tribute for the Honorable Joe Hune.

Last Action: adopted"
HR 0488 of 2008,House Resolution,"A resolution of tribute for the Honorable Philip LaJoy.

Last Action: adopted"
HR 0489 of 2008,House Resolution,"A resolution of tribute for the Honorable Kathleen Law.

Last Action: adopted"
HR 0490 of 2008,House Resolution,"A resolution of tribute for the Honorable David Law.

Last Action: adopted"
HR 0491 of 2008,House Resolution,"A resolution of tribute for the Honorable Andy Meisner.

Last Action: adopted"
HR 0492 of 2008,House Resolution,"A resolution of tribute for the Honorable John Moolenaar.

Last Action: adopted"
HR 0493 of 2008,House Resolution,"A resolution of tribute for the Honorable Neal Nitz.

Last Action: adopted"
HR 0494 of 2008,House Resolution,"A resolution of tribute for the Honorable Mike Nofs.

Last Action: adopted"
HR 0495 of 2008,House Resolution,"A resolution of tribute for the Honorable Brian Palmer.

Last Action: adopted"
HR 0496 of 2008,House Resolution,"A resolution of tribute for the Honorable David Palsrok.

Last Action: adopted"
HR 0497 of 2008,House Resolution,"A resolution of tribute for the Honorable John R. Pastor.

Last Action: adopted"
HR 0498 of 2008,House Resolution,"A resolution of tribute for the Honorable David Robertson.

Last Action: adopted"
HR 0499 of 2008,House Resolution,"A resolution of tribute for the Honorable Michael Sak.

Last Action: adopted"
HR 0500 of 2008,House Resolution,"A resolution of tribute for the Honorable Rick Shaffer.

Last Action: adopted"
HR 0501 of 2008,House Resolution,"A resolution of tribute for the Honorable Fulton Sheen.

Last Action: adopted"
HR 0502 of 2008,House Resolution,"A resolution of tribute for the Honorable Virgil Smith.

Last Action: adopted"
HR 0503 of 2008,House Resolution,"A resolution of tribute for the Honorable John Stahl.

Last Action: adopted"
HR 0504 of 2008,House Resolution,"A resolution of tribute for the Honorable John Stakoe.

Last Action: adopted"
HR 0505 of 2008,House Resolution,"A resolution of tribute for the Honorable Glenn Steil, Jr.

Last Action: adopted"
HR 0506 of 2008,House Resolution,"A resolution to urge the Federal Highway Administration to designate Woodward Avenue an All-American Road under its Scenic Byways Program.

Last Action: referred to Committee on Transportation"
HR 0507 of 2008,House Resolution,"A resolution to urge the U.S. Alcohol and Tobacco Tax and Trade Bureau to waive any taxes or fees related to distilled spirits for plants making ethanol solely for fuel use.

Last Action: referred to Committee on Energy and Technology"
HR 0508 of 2008,House Resolution,"A resolution for the honorable Steve Tobocman.

Last Action: adopted"
HR 0509 of 2008,House Resolution,"A resolution for the Honorable Aldo Vagnozzi.

Last Action: adopted"
HR 0510 of 2008,House Resolution,"A resolution for the Honorable Howard Walker.

Last Action: adopted"
HR 0511 of 2008,House Resolution,"A resolution for the Honorable Chris Ward.

Last Action: adopted"
HR 0512 of 2008,House Resolution,"A resolution of tribute for the Honorable Lorence Wenke.

Last Action: adopted"
HR 0513 of 2008,House Resolution,"A resolution of tribute for the Honorable Lisa Wojno.

Last Action: adopted"
HR 0514 of 2008,House Resolution,"A resolution to urge the Michigan Department of Community Health to take further actions to address racial and ethnic health disparities and to fulfill responsibilities provided in 2006 PA 653.

Last Action: adopted"
HR 0515 of 2008,House Resolution,"A resolution to recognize and honor Charlie Sanders, the greatest Detroit Lions tight end ever, for his induction into the Pro Football Hall of Fame.Last Action: adopted"
HR 0516 of 2008,House Resolution,"A resolution of tribute offered as a memorial for Robert Douglas Trezise, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0517 of 2008,House Resolution,A resolution congratulating Michigan State University on being selected by the United States Department of Energy to design and establish the Facility for Rare Isotope Beams.Last Action: adopted
HR 0518 of 2008,House Resolution,A resolution congratulating Carman-Ainsworth's Rankin Elementary Team 55 for their victory in the FIRST LEGO League 2008.Last Action: adopted
HR 0519 of 2008,House Resolution,A resolution honoring the life of Kevin Kelly.Last Action: adopted
