Document,Type,Description
SB 0105 of 2009 (PA 0234 of 2009),Senate Bill,"Family law; marriage and divorce; collection and distribution of child support provision; revise. Amends secs. 23 & 24 of 1846 RS 84 (MCL 552.23 & 552.24).  TIE BAR WITH: HB 5504'09, SB 0103'09Last Action: ASSIGNED PA 0234'09 WITH IMMEDIATE EFFECT"
SB 0106 of 2009 (PA 0235 of 2009),Senate Bill,"Family law; paternity; procedures for collection of medical expenses related to birth of a child born out of wedlock paid by medicaid; revise, and revise collection and distribution of child support provisions. Amends secs. 2, 7 & 19a of 1956 PA 205 (MCL 722.712 et seq.) & repeals sec. 19 of 1956 PA 205 (MCL 722.729).  TIE BAR WITH: HB 5502'09, HB 5504'09, SB 0103'09, SB 0104'09Last Action: ASSIGNED PA 0235'09 WITH IMMEDIATE EFFECT"
SB 0107 of 2009 (PA 0236 of 2009),Senate Bill,"Family law; child support; procedures for collection of medical expenses related to birth of a child whose parents are separated paid by medicaid; revise, and revise collection and distribution of support provisions. Amends secs. 1, 2 & 8a of 1966 PA 138 (MCL 552.451 et seq.) & repeals sec. 7 of 1966 PA 138 (MCL 552.457).  TIE BAR WITH: HB 5502'09, HB 5504'09, SB 0103'09, SB 0104'09, SB 0106'09Last Action: ASSIGNED PA 0236'09 WITH IMMEDIATE EFFECT"
SB 0108 of 2009 (PA 0041 of 2009),Senate Bill,Gaming; bingo and charitable gaming; eligibility for charitable gaming licenses; expand to include an auxiliary of a national veterans' organization. Amends sec. 3 of 1972 PA 382 (MCL 432.103).Last Action: ASSIGNED PA 0041'09 WITH IMMEDIATE EFFECT
SB 0109 of 2009,Senate Bill,Worker's compensation; disabilities; occupational cancer; provide presumption for certain firefighters regarding. Amends sec. 405 of 1969 PA 317 (MCL 418.405).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0110 of 2009,Senate Bill,Traffic control; driver license; examination regarding existence of certain condition affecting applicant's ability to operate safely; revise and clarify. Amends sec. 309 of 1949 PA 300 (MCL 257.309).  TIE BAR WITH: SB 0111'09Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
SB 0111 of 2009,Senate Bill,"Occupations; physicians; voluntary reporting to secretary of state of patients with certain medical conditions; allow, and provide for immunity. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 5139.  TIE BAR WITH: SB 0110'09Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION"
SB 0112 of 2009,Senate Bill,Elections; election officials; secretary of state requesting state police assistance to protect integrity of election process; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 38.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0113 of 2009,Senate Bill,Campaign finance; other; provision relating to complaints; modify. Amends sec. 15 of 1976 PA 388 (MCL 169.215).Last Action: referred to Committee on Ethics and Elections
SB 0114 of 2009,Senate Bill,"Health; smoking; smoking in places of employment; prohibit, and expand smoking prohibition in food service establishments. Amends heading of pt. 129 & secs. 12601, 12603, 12611, 12613, 12614, 12905 & 12915 of 1978 PA 368 (MCL 333.12601 et seq.); adds sec. 12606 & repeals secs. 12604a, 12605, 12607, 12615, 12617, 12909, 21333 & 21733 of 1978 PA 368 (MCL 333.12604a et seq.) & sec. 6127 of 2000 PA 92 (MCL 289.6127).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM"
SB 0115 of 2009 (PA 0106 of 2010),Senate Bill,Transportation; railroads; certain railroad signage; provide for. Amends 1993 PA 354 (MCL 462.101 - 462.451) by adding sec. 318.Last Action: ASSIGNED PA 0106'10 WITH IMMEDIATE EFFECT
SB 0116 of 2009,Senate Bill,"Corrections; other; life sentence parole panel for prisoners who are sentenced to life imprisonment and have served 30 years; establish, and grant power to parole. Amends secs. 31a & 34 of 1953 PA 232 (MCL 791.231a & 791.234) & adds sec. 31b.Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0117 of 2009,Senate Bill,Education; other; reduction of class size for K-3; require over 5-year period. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1290.Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0118 of 2009,Senate Bill,Health; smoking; hookah tobacco smoking; require department to develop public awareness campaign regarding effects on health. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 12608b.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0119 of 2009,Senate Bill,Labor; collective bargaining; collective bargaining rights for certain public school administrators; restore. Amends sec. 1 of 1947 PA 336 (MCL 423.201).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0120 of 2009,Senate Bill,Public utilities; rates; discount rate for senior citizens; revise so it does not penalize users if they use more than discount threshold. Amends sec. 10t of 1939 PA 3 (MCL 460.10t).Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
SB 0121 of 2009,Senate Bill,Income tax; property tax credit; qualifying household income alternative calculation for certain veterans and servicepersons; revise. Amends sec. 506 of 1967 PA 281 (MCL 206.506).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0122 of 2009,Senate Bill,Education; attendance; mandatory enrollment for 5-year-olds and full-day kindergarten; provide for. Amends secs. 1147 & 1561 of 1976 PA 451 (MCL 380.1147 & 380.1561).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0123 of 2009,Senate Bill,Michigan business tax; other; definition of purchases from other firms; revise to include certain services. Amends sec. 113 of 2007 PA 36 (MCL 208.1113).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0124 of 2009,Senate Bill,Counties; boards and commissions; transfer of functions of an appointed county road commission to the county board of commissioners; provide for. Amends sec. 11 of 1851 PA 156 (MCL 46.11).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
SB 0125 of 2009,Senate Bill,"Counties; boards and commissions; powers and duties of appointed county road commissioners to be exercised by the county board of commissioners; provide for. Amends sec. 6, ch. IV of 1909 PA 283 (MCL 224.6).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION"
SB 0126 of 2009 (PA 0209 of 2009),Senate Bill,Economic development; plant rehabilitation; eligibility requirements to obtain an industrial facilities exemption certificate; allow exception under certain circumstances. Amends sec. 2 of 1974 PA 198 (MCL 207.552).Last Action: ASSIGNED PA 0209'09 WITH IMMEDIATE EFFECT
SB 0127 of 2009,Senate Bill,Traffic control; other; responsibility and payment method for driver responsibility fees; revise. Amends sec. 732a of 1949 PA 300 (MCL 257.732a).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0128 of 2009,Senate Bill,"Vehicles; registration plates; ""In God We Trust"" fund-raising plate; create, and earmark proceeds to the general fund. Amends sec. 811e of 1949 PA 300 (MCL 257.811e) & adds sec. 811r.Last Action: referred to Committee on Transportation"
SB 0129 of 2009 (PA 0052 of 2010),Senate Bill,"Elections; school; canvass of school district elections when school district lies in more than 1 county; amend. Amends sec. 24a of 1954 PA 116 (MCL 168.24a).  TIE BAR WITH: SB 0130'09, SB 0455'09Last Action: ASSIGNED PA 0052'10 WITH IMMEDIATE EFFECT"
SB 0130 of 2009 (PA 0055 of 2010),Senate Bill,"Elections; school; canvass of school district elections when school district lies in more than 1 county; amend. Amends sec. 307 of 1954 PA 116 (MCL 168.307).  TIE BAR WITH: SB 0129'09, SB 0455'09Last Action: ASSIGNED PA 0055'10 WITH IMMEDIATE EFFECT"
SB 0131 of 2009,Senate Bill,Vehicles; driver training; driver education program; include a recycling component. Amends 2006 PA 384 (MCL 256.621 - 256.705) by adding sec. 42.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
SB 0132 of 2009,Senate Bill,Retirement; elected or appointed public officials; graded premium for the governor and lieutenant governor; provide for. Amends secs. 715 & 719 of 1992 PA 234 (MCL 38.2665 & 38.2669).  TIE BAR WITH: HB 4194'09Last Action: referred to second reading
SB 0133 of 2009,Senate Bill,"Retirement; legislative; graded premium for new legislators; provide for. Amends secs. 50b, 75 & 79 of 1957 PA 261 (MCL 38.1050b et seq.) & adds sec. 79a.Last Action: REFERRED TO COMMITTEE ON REFORMS AND RESTRUCTURING"
SB 0134 of 2009,Senate Bill,"Agriculture; other; technology preference; clarify, and eliminate loan function. Amends title & secs. 2, 2a & 3 of 2000 PA 322 (MCL 285.302 et seq.).Last Action: re-referred to Committee on Agriculture"
SB 0135 of 2009,Senate Bill,Vehicles; registration plates; specialty plate for Michigan humane society; create. Amends sec. 811e of 1949 PA 300 (MCL 257.811e) & adds sec. 811r.Last Action: referred to Committee on Transportation
SB 0136 of 2009,Senate Bill,"State financing and management; funds; centers of creative artificial intelligence excellence program; create, and provide funding. Amends sec. 88b of 1984 PA 270 (MCL 125.2088b) & adds sec. 88r.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
SB 0137 of 2009,Senate Bill,"Veterans; benefits; subsidy to certain wounded reservists, national guard, and retired active military personnel; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SB 0138 of 2009 (PA 0337 of 2010),Senate Bill,State financing and management; funds; Michigan strategic fund; provide technical amendment for the defense contract coordination center. Amends title & sec. 2 of 2006 PA 317 (MCL 125.1972) & repeals (See bill).Last Action: ASSIGNED PA 0337'10 WITH IMMEDIATE EFFECT
SB 0139 of 2009,Senate Bill,Income tax; credit; caring for parents in home; establish. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 278.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0140 of 2009,Senate Bill,Liens; construction; construction liens on government property; allow. Amends sec. 107 of 1980 PA 497 (MCL 570.1107).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0141 of 2009,Senate Bill,Property tax; principal residence exemption; eligibility for certain individuals; clarify. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: referred to Committee on Tax Policy
SB 0142 of 2009,Senate Bill,Occupations; electricians; licensure without examination; provide for certain reciprocal agreements. Amends sec. 5 of 1956 PA 217 (MCL 338.885) & adds sec. 4.Last Action: referred to Committee on Regulatory Reform
SB 0143 of 2009,Senate Bill,Campaign finance; campaign practices; identifying statement for radio or television campaign advertisements and websites; revise. Amends sec. 47 of 1976 PA 388 (MCL 169.247).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0144 of 2009,Senate Bill,Campaign finance; committees; reporting requirements for ballot question committee; modify. Amends sec. 34 of 1976 PA 388 (MCL 169.234).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0145 of 2009 (PA 0027 of 2009),Senate Bill,"Criminal procedure; sentencing; restitution to include recovery for replacement value if fair market value is impractical or impossible to ascertain; allow. Amends sec. 1a, ch. IX of 1927 PA 175 (MCL 769.1a).  TIE BAR WITH: SB 0146'09Last Action: ASSIGNED PA 0027'09 WITH IMMEDIATE EFFECT"
SB 0146 of 2009 (PA 0028 of 2009),Senate Bill,"Crime victims; restitution; recovery for replacement value if fair market value is impossible or impractical to ascertain; allow. Amends secs. 2, 16, 31, 44, 61 & 76 of 1985 PA 87 (MCL 780.752 et seq.).  TIE BAR WITH: SB 0145'09Last Action: ASSIGNED PA 0028'09 WITH IMMEDIATE EFFECT"
SB 0147 of 2009,Senate Bill,Health; abortion; partial-birth abortions; prohibit. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 90h.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0148 of 2009,Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of performing a partial-birth abortion; enact. Amends sec. 16d, ch. XVII of 1927 PA 175 (MCL 777.16d).  TIE BAR WITH: SB 0147'09Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0149 of 2009 (PA 0318 of 2010),Senate Bill,"Communications; internet; obtaining personal information by false pretenses; prohibit. Amends secs. 3, 7 & 9 of 2004 PA 452 (MCL 445.63 et seq.) & adds sec. 7a.Last Action: ASSIGNED PA 0318'10"
SB 0150 of 2009 (PA 0319 of 2010),Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for certain crimes; modify. Amends sec. 14h, ch. XVII of 1927 PA 175 (MCL 777.14h).  TIE BAR WITH: SB 0149'09, SB 0223'09Last Action: ASSIGNED PA 0319'10"
SB 0151 of 2009 (PA 0055 of 2009),Senate Bill,"Occupations; physical therapists; licensure for physical therapist assistants; provide for and provide general amendments. Amends secs. 16335, 17801, 17820 & 17821 of 1978 PA 368 (MCL 333.16335 et seq.) & adds secs. 17823, 17824, 17825, 17826 & 17827.Last Action: ASSIGNED PA 0055'09 WITH IMMEDIATE EFFECT"
SB 0152 of 2009,Senate Bill,Labor; fair employment practices; awarding state government contracts to businesses that employ undocumented workers; prohibit. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 264a.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0153 of 2009,Senate Bill,Consumer protection; other; requirement for written notification of a business's return policy to be posted and printed on the receipt; provide for. Amends sec. 3 of 1976 PA 331 (MCL 445.903).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0154 of 2009,Senate Bill,Property tax; exemptions; tax exemption for certain disabled veterans; provide for. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7mm.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0155 of 2009,Senate Bill,Insurance; essential; remedies for denials of claims; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2229.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0156 of 2009,Senate Bill,"Insurance; insurers; requirement for insurers to deal fairly and in good faith with individuals claiming benefits; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding secs. 2203, 3149, 3400a, 3501a, 3600a, 4003 & 4403.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM"
SB 0157 of 2009,Senate Bill,Environmental protection; water pollution; CAFOs; require licensing of animal waste handlers and use of manifests. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 86.Last Action: REFERRED TO COMMITTEE ON AGRICULTURE
SB 0158 of 2009,Senate Bill,Labor; fair employment practices; prohibition against employment decisions based on the health or illness of an employee's family member; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0159 of 2009,Senate Bill,Education; discipline; policy prohibiting harassment and bullying at school; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1310b.Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0160 of 2009,Senate Bill,Civil rights; open meetings; catastrophic claims association; make subject to open meetings act. Amends secs. 2 & 3 of 1976 PA 267 (MCL 15.262 & 15.263).  TIE BAR WITH: SB 0161'09Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0161 of 2009,Senate Bill,"Insurance; no-fault; catastrophic claims association; revise membership, require annual audit, make subject to open meetings act and freedom of information act, and provide for other general amendments. Amends secs. 134 & 3104 of 1956 PA 218 (MCL 500.134 & 500.3104).  TIE BAR WITH: SB 0160'09Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM"
SB 0162 of 2009,Senate Bill,Transportation; motor carrier fuel tax; definition of qualified commercial motor vehicle; exempt haulers of raw milk. Amends sec. 1 of 1980 PA 119 (MCL 207.211).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
SB 0163 of 2009 (PA 0180 of 2009),Senate Bill,Law enforcement; state police; dismissal procedure; modify. Amends sec. 4 of 1935 PA 59 (MCL 28.4).Last Action: ASSIGNED PA 0180'09 WITH IMMEDIATE EFFECT
SB 0164 of 2009 (PA 0109 of 2009),Senate Bill,"Natural resources; hunting; issuance of crossbow permits to individuals with ""temporary"" disabilities; allow. Amends sec. 40114 of 1994 PA 451 (MCL 324.40114).Last Action: ASSIGNED PA 0109'09 WITH IMMEDIATE EFFECT"
