Document,Type,Description
SB 0110 of 2007,Senate Bill,Health; smoking; smoke-free workplace; require. Amends sec. 12601 of 1978 PA 368 (MCL 333.12601) & repeals (See act).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0111 of 2007 (PA 0005 of 2008),Senate Bill,Mobile homes; other; penalties for park owners who fail to remit assessment tax; provide for. Amends sec. 41 of 1959 PA 243 (MCL 125.1041).Last Action: ASSIGNED PA 0005'08 WITH IMMEDIATE EFFECT
SB 0112 of 2007,Senate Bill,Land use; other; land use leadership council; establish. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 364 & repeals (See act).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
SB 0113 of 2007,Senate Bill,Education; students; pledge of allegiance; require to be offered in public schools. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1304.Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0114 of 2007,Senate Bill,Local government; intergovernmental affairs; exception for a group self-insurance pool to provide certain benefits; eliminate. Amends sec. 5 of 1951 PA 35 (MCL 124.5).Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS
SB 0115 of 2007 (PA 0134 of 2008),Senate Bill,"Land use; planning; joint planning commission; provide for phased transfer of powers and duties to. Amends secs. 3, 5 & 7 of 2003 PA 226 (MCL 125.133 et seq.).Last Action: ASSIGNED PA 0134'08 WITH IMMEDIATE EFFECT"
SB 0116 of 2007,Senate Bill,Highways; construction and repair; major transportation projects; require Michigan department of transportation to enter into design-build contracts with private sector. Amends sec. 11c of 1951 PA 51 (MCL 247.661c).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
SB 0117 of 2007,Senate Bill,Traffic control; speed restrictions; speed limits on certain gravel and dirt roads; reestablish. Amends sec. 627 of 1949 PA 300 (MCL 257.627).Last Action: referred to second reading
SB 0118 of 2007,Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of storing or leaving a loaded firearm within reach or access of a minor under certain circumstances; enact. Amends sec. 16m, ch. XVII of 1927 PA 175 (MCL 777.16m).  TIE BAR WITH: SB 0119'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0119 of 2007,Senate Bill,Crimes; weapons; storing or leaving a loaded firearm within reach or access of a minor under certain circumstances; prohibit and provide for penalties. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 223a.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0120 of 2007 (PA 0107 of 2008),Senate Bill,Human services; food assistance; food assistance benefits; require distribution twice a month. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 14j.Last Action: ASSIGNED PA 0107'08 WITH IMMEDIATE EFFECT
SB 0121 of 2007,Senate Bill,Crimes; obscenity; publicly displaying or playing sexually explicit material; prohibit. Creates new act.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0122 of 2007,Senate Bill,Recreation; athletics and sports; disclosure of certain convictions; require of persons coaching independent youth athletic teams. Creates new act.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0123 of 2007 (PA 0009 of 2008),Senate Bill,"Businesses; nonprofit corporations; use of electronic communications; allow for nonprofit corporations. Amends secs. 106, 133, 141, 143, 151, 404, 405, 407, 413, 421, 441, 446, 451, 521, 525, 901, 1103 & 1144 of 1982 PA 162 (MCL 450.2106 et seq.) & adds sec. 406a.Last Action: ASSIGNED PA 0009'08 WITH IMMEDIATE EFFECT"
SB 0124 of 2007,Senate Bill,"Insurance; no-fault; definition of ""serious impairment of body function""; modify. Amends sec. 3135 of 1956 PA 218 (MCL 500.3135).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM"
SB 0125 of 2007,Senate Bill,Education; elementary; requirement for elementary students to participate in certain amount of physical activity per week; establish. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1505.Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0126 of 2007,Senate Bill,Elections; voting procedures; early voting; establish. Amends secs. 720 & 735 of 1954 PA 116 (MCL 168.720 & 168.735) & adds sec. 720a.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0127 of 2007,Senate Bill,Elections; absent voters; absent voter ballot; allow first-time voters to utilize. Amends sec. 509t of 1954 PA 116 (MCL 168.509t).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0128 of 2007,Senate Bill,"Campaign finance; public funding; public financing for certain supreme court candidates; provide for. Amends secs. 3, 5, 7, 10 & 11 of 1976 PA 388 (MCL 169.203 et seq.) & adds secs. 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 103, 105, 107, 108 & 109.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT"
SB 0129 of 2007,Senate Bill,Trade; consumer goods and services; price gouging during state of emergency; prohibit. Amends secs. 3 & 11 of 1976 PA 331 (MCL 445.903 & 445.911) & adds sec. 3e.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0130 of 2007,Senate Bill,Employment security; benefits; eligibility for benefits; remove disqualification of certain spouses of reassigned military personnel. Amends sec. 29 of 1936 (Ex Sess) PA 1 (MCL 421.29).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0131 of 2007,Senate Bill,Communications; telecommunications; 9-1-1 system to pinpoint caller location; provide for. Amends 1986 PA 32 (MCL 484.1101 - 484.1717) by adding sec. 408a.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY
SB 0132 of 2007,Senate Bill,"Health; immunizations; requirement that children entering sixth grade receive human papillomavirus vaccination and that department consult with Michigan advisory committee on immunizations; provide for. Amends secs. 9206, 9208 & 9227 of 1978 PA 368 (MCL 333.9206 et seq.) & adds sec. 9205b.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0133 of 2007,Senate Bill,Education; attendance; sixth grade pupils to receive human papillomavirus (HPV) immunization or information; require. Amends sec. 1177 of 1976 PA 451 (MCL 380.1177).  TIE BAR WITH: SB 0132'07Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0134 of 2007 (PA 0043 of 2007),Senate Bill,"Property; conveyances; transfer of certain state owned properties in Ingham county, Wayne county, and Tuscola county; provide for, and release certain property rights reserved by the state. Creates land transfer act.Last Action: ASSIGNED PA 0043'07 WITH IMMEDIATE EFFECT"
SB 0135 of 2007,Senate Bill,Elections; absent voters; permanent absent voter file; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 759c.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0136 of 2007,Senate Bill,Highways; other; hydrogen highway; create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 1j.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY
SB 0137 of 2007,Senate Bill,School aid; other; separate supplemental payment as reimbursement for certain districts electing not to levy certain millage; provide for. Amends sec. 20 of 1979 PA 94 (MCL 388.1620).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0138 of 2007,Senate Bill,Consumer protection; unfair trade practices; rental car company costs for vehicle registration; prohibit charge to customers. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 810c.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0139 of 2007,Senate Bill,Elections; recall; criteria for certifying recall petition; add. Amends sec. 968 of 1954 PA 116 (MCL 168.968).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0140 of 2007,Senate Bill,Vehicles; driver training; road rage instruction in segment 1 of the driver education course curriculum; develop and implement. Amends sec. 37 of 2006 PA 384 (MCL 256.657).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
SB 0141 of 2007,Senate Bill,Children; services; court-appointed special advocates; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON FAMILIES AND HUMAN SERVICES
SB 0142 of 2007,Senate Bill,Liquor; licenses; license to sell and taste wine at farmers markets; provide for. Amends secs. 531 & 537 of 1998 PA 58 (MCL 436.1531 & 436.1537).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0143 of 2007,Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of installing spyware on another person's computer without consent; enact. Amends sec. 17c, ch. XVII of 1927 PA 175 (MCL 777.17c).  TIE BAR WITH: SB 0144'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0144 of 2007,Senate Bill,"Crimes; computer; installing spyware on another person's computer without consent; prohibit, and provide penalties. Amends sec. 7 of 1979 PA 53 (MCL 752.797) & adds sec. 5b.Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0145 of 2007,Senate Bill,Civil procedure; civil actions; installing spyware or adware onto another individual's computer without consent; prohibit and provide remedies for. Creates new act.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0146 of 2007 (PA 0581 of 2008),Senate Bill,Economic development; other; tax incentives for distribution and warehousing facilities and certain trade centers; provide for. Amends sec. 2 of 1974 PA 198 (MCL 207.552).  TIE BAR WITH: HB 6611'08Last Action: ASSIGNED PA 0581'08 WITH IMMEDIATE EFFECT
SB 0147 of 2007,Senate Bill,Income tax; checkoff; Michigan youth challeNGe program; provide for checkoff. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 436.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0148 of 2007,Senate Bill,Income tax; credit; tax credit for purchase of alternative energy vehicle; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 273.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0149 of 2007,Senate Bill,"Occupations; vehicles, dealers and repair facilities; disclosure form for sale of used farm equipment; require. Creates new act.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION"
SB 0150 of 2007 (PA 0207 of 2008),Senate Bill,Income tax; credit; tax credit for donations of food items to food banks; allow. Amends sec. 261 of 1967 PA 281 (MCL 206.261).Last Action: ASSIGNED PA 0207'08 WITH IMMEDIATE EFFECT
SB 0151 of 2007,Senate Bill,Single business tax; replacement; business income and license tax; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0152 of 2007 (PA 0427 of 2008),Senate Bill,Environmental protection; prohibited products; use of phosphorus in clothes or dishwashing detergents; prohibit. Amends sec. 3902 of 1994 PA 451 (MCL 324.3902).  TIE BAR WITH: SB 0362'07Last Action: ASSIGNED PA 0427'08 WITH IMMEDIATE EFFECT
SB 0153 of 2007,Senate Bill,Environmental protection; landfills; waste acceptance procedures for landfills; specify and require reporting of rejected loads. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 11514a.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
SB 0154 of 2007,Senate Bill,Employment security; benefits; unemployment benefits; increase dependent supplement. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0155 of 2007 (PA 0016 of 2008),Senate Bill,"Criminal procedure; sentencing guidelines; crime of false report initiating special investigation; enact. Amends sec. 15g, ch. XVII of 1927 PA 175 (MCL 777.15g).  TIE BAR WITH: SB 0097'07Last Action: ASSIGNED PA 0016'08 WITH IMMEDIATE EFFECT"
SB 0156 of 2007,Senate Bill,Economic development; other; convention and tourism promotion act; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
SB 0157 of 2007,Senate Bill,Environmental protection; other; environmental compliance guides for environmental laws; create and provide for an advisory panel. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 27.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
SB 0158 of 2007 (PA 0577 of 2008),Senate Bill,"Crimes; abuse; committing act that poses an unreasonable risk of harm to a child; prohibit under certain circumstances, and provide for an affirmative defense to child abuse in cases involving domestic violence. Amends sec. 136b of 1931 PA 328 (MCL 750.136b).Last Action: ASSIGNED PA 0577'08 WITH IMMEDIATE EFFECT"
SB 0159 of 2007,Senate Bill,Education; other; reduction of class size for K-3; require over 5-year period. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1290.Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0160 of 2007,Senate Bill,Elections; absent voters; mailing of absent voter ballot applications by local clerks to eligible absent voters; allow even if application not requested. Amends sec. 759 of 1954 PA 116 (MCL 168.759).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0161 of 2007,Senate Bill,Insurance; no-fault; notices of cause of cancellation; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2107a.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0162 of 2007,Senate Bill,Education; attendance; mandatory enrollment and full-day kindergarten; provide for. Amends secs. 1147 & 1561 of 1976 PA 451 (MCL 380.1147 & 380.1561).Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0163 of 2007,Senate Bill,Income tax; property tax credit; qualifying household income alternative calculation for certain veterans and servicepersons; revise. Amends sec. 506 of 1967 PA 281 (MCL 206.506).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0164 of 2007,Senate Bill,Public utilities; rates; discount rate for senior citizens; revise so it does not penalize users if they use more than discount threshold. Amends sec. 10t of 1939 PA 3 (MCL 460.10t).Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY
SB 0165 of 2007,Senate Bill,Corrections; employees; compulsory arbitration for local corrections officers; allow. Amends title & secs. 1 & 3 of 1969 PA 312 (MCL 423.231 & 423.233) & adds sec. 1a.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0166 of 2007 (PA 0003 of 2007),Senate Bill,Appropriations; zero budget; supplemental appropriations; provide for certain fiscal years. Creates appropriation act & repeals sec. 501 of 2005 PA 158 & sec. 502 of 2006 PA 341.Last Action: ASSIGNED PA 0003'07 WITH IMMEDIATE EFFECT
SB 0167 of 2007,Senate Bill,Agriculture; agribusiness; surplus funds; extend repayment of loans to certain farmers. Amends sec. 2a of 1855 PA 105 (MCL 21.142a).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0168 of 2007,Senate Bill,Veterans; other; veterans bonus program; establish with appropriation from general fund. Creates new act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0169 of 2007,Senate Bill,Businesses; other; licensure of check cashing businesses; require. Creates new act.Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS
SB 0170 of 2007 (PA 0260 of 2008),Senate Bill,"Children; guardians; relative guardianship assistance act; establish. Creates new act.  TIE BAR WITH: SB 0668'07, SB 0669'07, SB 0670'07, SB 0671'07, SB 0672'07Last Action: ASSIGNED PA 0260'08 WITH IMMEDIATE EFFECT"
SB 0171 of 2007,Senate Bill,"Children; foster care; relative care; require same level of support as foster care. Amends secs. 18c, 55 & 115b of 1939 PA 280 (MCL 400.18c et seq.) & adds sec. 18b.  TIE BAR WITH: SB 0172'07Last Action: REFERRED TO COMMITTEE ON FAMILIES AND HUMAN SERVICES"
SB 0172 of 2007,Senate Bill,Children; foster care; child under relative's care; prohibit removal under certain circumstances. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 11a to ch. XIIA.Last Action: REFERRED TO COMMITTEE ON FAMILIES AND HUMAN SERVICES
SB 0173 of 2007,Senate Bill,"Environmental protection; recycling; electronic equipment recycling program; create, and prohibit the disposal of cathode ray tubes. Amends sec. 19102 of 1994 PA 451 (MCL 324.19102) & adds pt. 175.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
